日期,OPEN,CLOSE,HIGH,LOW,VOLUME,AMT,TURN,CHG,PCT_CHG
2015-01-05,1473.17,1484.44,1494.89,1442.52,1248970000.0,17107760000.0,3.6901,11.830000000000155,0.80333557
2015-01-06,1478.97,1544.21,1560.9,1471.91,1520890000.0,23891570000.0,4.4936,59.76999999999998,4.02643421
2015-01-07,1544.66,1521.46,1544.74,1515.28,910230000.0,15094170000.0,2.6893,-22.75,-1.47324522
2015-01-08,1516.16,1510.24,1536.85,1500.52,921530000.0,15273690000.0,2.7227,-11.220000000000027,-0.73744956
2015-01-09,1500.63,1485.78,1530.93,1485.66,928030000.0,15014170000.0,2.7419,-24.460000000000036,-1.61961013
2015-01-12,1473.62,1436.07,1473.62,1427.37,739370000.0,11778890000.0,2.1845,-49.710000000000036,-3.3457174
2015-01-13,1437.09,1458.61,1481.06,1437.05,631810000.0,10247110000.0,1.8667,22.539999999999964,1.56956137
2015-01-14,1457.81,1468.42,1488.08,1453.36,589730000.0,10212800000.0,1.7424,9.810000000000173,0.67255812
2015-01-15,1472.55,1487.4,1487.42,1457.22,735790000.0,11907610000.0,2.1739,18.980000000000018,1.29254573
2015-01-16,1489.23,1505.49,1507.44,1479.06,968310000.0,14051260000.0,2.8609,18.089999999999918,1.21621622
2015-01-19,1446.1,1430.86,1510.04,1409.98,1105780000.0,17275960000.0,3.2673,-74.63000000000011,-4.95719002
2015-01-20,1441.47,1481.67,1484.06,1441.47,936830000.0,15025620000.0,2.7681,50.81000000000017,3.55101128
2015-01-21,1482.62,1535.99,1535.99,1482.0,1105950000.0,18811450000.0,3.2633,54.319999999999936,3.66613348
2015-01-22,1537.31,1626.63,1654.88,1519.0,1803220000.0,30981240000.0,5.3207,90.6400000000001,5.90108009
2015-01-23,1621.62,1588.43,1628.56,1586.98,1416060000.0,24122830000.0,3.9883,-38.200000000000045,-2.34841359
2015-01-26,1609.5,1619.76,1628.14,1595.15,1202470000.0,18964940000.0,3.3867,31.329999999999927,1.97238783
2015-01-27,1629.59,1636.51,1654.61,1611.99,1481330000.0,22485340000.0,4.1721,16.75,1.03410382
2015-01-28,1638.3,1595.88,1638.98,1588.62,1149490000.0,18904960000.0,3.2375,-40.62999999999988,-2.48272238
2015-01-29,1575.28,1569.8,1593.23,1568.0,630790000.0,10312030000.0,1.7766,-26.080000000000155,-1.63420809
2015-01-30,1582.64,1550.34,1590.68,1545.44,748740000.0,11546500000.0,2.1088,-19.460000000000036,-1.23964836
2015-02-02,1553.55,1558.32,1570.71,1534.73,721400000.0,11141680000.0,2.0318,7.980000000000018,0.5147258
2015-02-03,1566.08,1572.97,1575.42,1543.73,830170000.0,14515780000.0,2.3381,14.650000000000091,0.940115
2015-02-04,1575.06,1571.5,1612.49,1569.21,928110000.0,16733770000.0,2.614,-1.4700000000000273,-0.09345378
2015-02-05,1580.98,1533.42,1580.98,1533.42,912120000.0,15095690000.0,2.5689,-38.07999999999993,-2.42316258
2015-02-06,1522.18,1485.35,1529.02,1478.47,650820000.0,10781850000.0,1.833,-48.070000000000164,-3.13482281
2015-02-09,1484.61,1481.7,1503.11,1475.16,420950000.0,6848780000.0,1.1856,-3.6499999999998636,-0.24573333
2015-02-10,1483.21,1503.93,1504.4,1483.21,401390000.0,6588330000.0,1.1305,22.230000000000018,1.50030371
2015-02-11,1508.45,1521.81,1521.81,1500.34,445530000.0,7914390000.0,1.2548,17.87999999999988,1.18888512
2015-02-12,1521.26,1513.66,1521.26,1505.14,398970000.0,7052380000.0,1.1237,-8.149999999999864,-0.53554649
2015-02-13,1520.94,1542.71,1559.72,1520.81,831440000.0,12323330000.0,2.3417,29.049999999999955,1.91918925
2015-02-16,1550.49,1568.33,1573.0,1541.65,695350000.0,10744080000.0,1.9584,25.61999999999989,1.66071394
2015-02-17,1571.42,1564.74,1574.3,1560.76,551530000.0,9130070000.0,1.5533,-3.589999999999918,-0.22890591
2015-02-25,1572.1,1581.3,1601.57,1560.1,708920000.0,12790960000.0,1.9966,16.559999999999945,1.05832279
2015-02-26,1579.53,1600.75,1600.75,1576.13,927040000.0,13915790000.0,2.611,19.450000000000045,1.23000063
2015-02-27,1608.92,1637.7,1679.76,1600.75,1418890000.0,24810060000.0,3.9962,36.950000000000045,2.30829299
2015-03-02,1643.7,1648.81,1648.81,1617.09,965910000.0,17444900000.0,2.7204,11.1099999999999,0.67839043
2015-03-03,1643.77,1638.04,1672.89,1631.25,1068700000.0,20235290000.0,3.0099,-10.769999999999982,-0.65319837
2015-03-04,1648.85,1648.46,1670.38,1631.54,975660000.0,19366000000.0,2.7479,10.420000000000073,0.6361261
2015-03-05,1652.38,1620.99,1652.38,1608.06,814400000.0,15249610000.0,2.2937,-27.470000000000027,-1.6664038
2015-03-06,1622.49,1610.45,1635.0,1603.81,643030000.0,11813330000.0,1.8111,-10.539999999999964,-0.65021993
2015-03-09,1603.55,1635.77,1636.82,1583.87,975810000.0,14482970000.0,2.7483,25.319999999999936,1.57223136
2015-03-10,1632.8,1628.93,1635.34,1622.82,685030000.0,11989560000.0,1.9293,-6.839999999999918,-0.4181517
2015-03-11,1629.02,1618.93,1631.88,1610.51,649480000.0,12363470000.0,1.8292,-10.0,-0.61389992
2015-03-12,1620.8,1617.99,1623.78,1608.51,573680000.0,10752010000.0,1.6157,-0.9400000000000546,-0.05806304
2015-03-13,1625.43,1623.76,1631.06,1616.47,551480000.0,10310270000.0,1.5472,5.769999999999982,0.35661531
2015-03-16,1634.35,1668.39,1668.77,1628.66,1050100000.0,19281020000.0,2.9086,44.63000000000011,2.7485589
2015-03-17,1672.79,1704.13,1718.79,1664.91,1639330000.0,31101930000.0,4.5407,35.74000000000001,2.14218498
2015-03-18,1705.77,1733.23,1745.22,1692.15,1478470000.0,28073980000.0,4.1479,29.09999999999991,1.7076162
2015-03-19,1738.98,1738.55,1751.23,1721.11,1524780000.0,26837960000.0,4.2778,5.319999999999936,0.30694138
2015-03-20,1739.04,1741.8,1747.57,1723.22,1356310000.0,23372410000.0,3.8052,3.25,0.18693739
2015-03-23,1743.52,1751.58,1753.79,1739.84,1255660000.0,23098390000.0,3.5228,9.779999999999973,0.56148812
2015-03-24,1755.6,1760.45,1785.4,1714.91,1619310000.0,30293760000.0,4.5431,8.870000000000118,0.50639994
2015-03-25,1760.76,1775.93,1790.45,1744.64,1584290000.0,29431180000.0,4.4446,15.480000000000018,0.87932063
2015-03-26,1797.93,1844.0,1856.38,1797.09,2262190000.0,37761280000.0,6.3465,68.06999999999994,3.83292134
2015-03-27,1865.96,1817.0,1875.57,1816.31,2148150000.0,35153060000.0,6.0265,-27.0,-1.46420824
2015-03-30,1807.07,1846.23,1851.02,1802.0,1950230000.0,32565920000.0,5.4707,29.230000000000018,1.60869565
2015-03-31,1850.87,1844.36,1876.85,1828.71,1670270000.0,32974540000.0,4.6854,-1.8700000000001182,-0.10128749
2015-04-01,1838.59,1864.25,1872.29,1835.22,1216680000.0,25160760000.0,3.3695,19.8900000000001,1.07842287
2015-04-02,1868.79,1861.26,1871.95,1841.15,1153750000.0,23329480000.0,3.1952,-2.990000000000009,-0.16038621
2015-04-03,1858.24,1913.59,1918.39,1852.52,1598380000.0,31931080000.0,4.4266,52.32999999999993,2.81153627
2015-04-07,1923.87,1921.04,1925.34,1898.9,1408100000.0,28173870000.0,3.8996,7.4500000000000455,0.3893206
2015-04-08,1924.92,1868.7,1924.92,1847.2,1326090000.0,27153290000.0,3.6725,-52.33999999999992,-2.72456586
2015-04-09,1868.9,1820.58,1868.9,1781.22,1146730000.0,22090300000.0,3.1758,-48.12000000000012,-2.57505218
2015-04-10,1818.62,1874.39,1881.23,1812.59,1119010000.0,22138390000.0,3.099,53.81000000000017,2.9556515
2015-04-13,1882.93,1897.85,1908.99,1869.28,1315620000.0,25234040000.0,3.6435,23.45999999999981,1.25160719
2015-04-14,1888.29,1944.61,1964.83,1873.93,2156470000.0,36300570000.0,5.9722,46.75999999999999,2.46384066
2015-04-15,1935.02,1873.64,1936.66,1873.21,1469070000.0,25885090000.0,4.0685,-70.9699999999998,-3.64957498
2015-04-16,1858.03,1951.16,1970.51,1839.35,2050060000.0,34661530000.0,5.6775,77.51999999999998,4.13740099
2015-04-17,1971.94,2072.5,2091.04,1971.94,2247410000.0,47472760000.0,6.224,121.33999999999992,6.21886468
2015-04-20,2093.9,2161.07,2214.44,2041.91,3343450000.0,71361670000.0,9.2595,88.57000000000016,4.27358263
2015-04-21,2167.6,2166.91,2226.97,2134.09,2959540000.0,64001400000.0,8.1962,5.839999999999691,0.2702365
2015-04-22,2160.02,2221.44,2265.04,2143.27,2339630000.0,49843630000.0,6.4794,54.5300000000002,2.51648661
2015-04-23,2225.71,2199.39,2225.71,2169.01,1759190000.0,37929310000.0,4.8719,-22.050000000000182,-0.99259939
2015-04-24,2178.71,2220.04,2279.04,2169.16,1846330000.0,41281080000.0,5.0838,20.65000000000009,0.93889669
2015-04-27,2260.13,2335.77,2365.76,2260.13,2319870000.0,51547900000.0,6.3876,115.73000000000002,5.21296914
2015-04-28,2303.98,2272.09,2365.59,2256.83,2313030000.0,52056190000.0,6.3688,-63.679999999999836,-2.72629583
2015-04-29,2255.19,2287.95,2316.34,2212.55,1488710000.0,34806000000.0,4.0953,15.859999999999673,0.69803573
2015-04-30,2295.7,2305.18,2354.97,2295.7,1344190000.0,34493230000.0,3.6977,17.230000000000018,0.7530759
2015-05-04,2307.27,2454.86,2454.86,2294.68,2127920000.0,50830440000.0,5.8537,149.6800000000003,6.49320227
2015-05-05,2476.17,2404.55,2482.98,2387.1,2321540000.0,54254840000.0,6.3864,-50.309999999999945,-2.04940404
2015-05-06,2414.09,2319.41,2432.98,2288.09,1695950000.0,39842490000.0,4.6654,-85.14000000000033,-3.54078726
2015-05-07,2288.64,2191.71,2300.97,2187.67,1426700000.0,31146890000.0,3.9247,-127.69999999999982,-5.5057105
2015-05-08,2203.85,2260.38,2260.38,2165.44,1419840000.0,30893390000.0,3.8767,68.67000000000007,3.13316999
2015-05-11,2293.94,2328.03,2333.61,2245.8,1551870000.0,36349890000.0,4.2373,67.65000000000009,2.99285961
2015-05-12,2333.56,2489.34,2501.69,2312.72,1987200000.0,50249430000.0,5.4259,161.30999999999995,6.92903442
2015-05-13,2484.25,2434.54,2559.92,2421.11,1830370000.0,48208810000.0,4.9977,-54.80000000000018,-2.20138671
2015-05-14,2422.84,2414.2,2450.63,2397.01,1225130000.0,31975260000.0,3.3451,-20.340000000000146,-0.83547611
2015-05-15,2417.13,2479.13,2508.52,2416.7,1325010000.0,36879290000.0,3.6178,64.93000000000029,2.68950377
2015-05-18,2490.62,2494.72,2553.33,2475.83,1332930000.0,38174140000.0,3.6394,15.58999999999969,0.62884964
2015-05-19,2492.83,2526.87,2533.53,2482.06,1149870000.0,31314010000.0,3.1396,32.15000000000009,1.28872178
2015-05-20,2544.88,2613.01,2685.73,2544.88,1804680000.0,46071670000.0,4.9275,86.14000000000033,3.40896049
2015-05-21,2628.16,2678.22,2678.38,2620.21,1381000000.0,36848530000.0,3.7685,65.20999999999958,2.49558938
2015-05-22,2706.56,2721.62,2724.37,2633.88,1547890000.0,43028620000.0,4.224,43.40000000000009,1.62047927
2015-05-25,2703.8,2943.54,2944.66,2684.09,1934050000.0,56969410000.0,5.2777,221.92000000000007,8.15396712
2015-05-26,3054.73,3191.75,3194.81,3019.68,1884400000.0,64712730000.0,5.1422,248.21000000000004,8.43236375
2015-05-27,3271.76,3204.69,3365.93,3158.21,2754650000.0,85112820000.0,7.517,12.940000000000055,0.40542022
2015-05-28,3192.78,2942.88,3255.4,2937.79,2240400000.0,70323660000.0,6.1137,-261.80999999999995,-8.16958895
2015-05-29,2918.24,3012.3,3085.81,2779.34,1884890000.0,57233300000.0,5.1436,69.42000000000007,2.35891372
2015-06-01,3033.49,3147.68,3152.07,2991.0,1493410000.0,48555470000.0,4.0753,135.37999999999965,4.49424028
2015-06-02,3165.96,3207.27,3240.03,3117.63,1407610000.0,47690760000.0,3.8412,59.590000000000146,1.89314034
2015-06-03,3214.95,3098.42,3214.95,3057.39,1213630000.0,41041700000.0,3.3118,-108.84999999999991,-3.39385209
2015-06-04,3102.66,3079.54,3102.66,2882.88,1178290000.0,38679170000.0,3.2154,-18.88000000000011,-0.60934283
2015-06-05,3129.02,3152.09,3213.78,3077.15,1474140000.0,47942370000.0,4.0227,72.55000000000018,2.35587133
2015-06-08,3150.16,3087.29,3150.24,3050.34,1401660000.0,43118780000.0,3.8249,-64.80000000000018,-2.05577886
2015-06-09,3101.01,3136.99,3205.1,3080.48,1451800000.0,43040900000.0,3.9617,49.69999999999982,1.60982609
2015-06-10,3090.19,3100.58,3138.58,3055.25,1259610000.0,37903200000.0,3.3918,-36.409999999999854,-1.16066675
2015-06-11,3095.13,3133.64,3133.64,3095.13,1176260000.0,37134320000.0,3.1674,33.059999999999945,1.06625212
2015-06-12,3149.66,3181.64,3204.28,3120.72,1017120000.0,39416690000.0,2.7389,48.0,1.53176498
2015-06-15,3185.49,3138.41,3241.8,3128.07,758530000.0,36556590000.0,2.0425,-43.23000000000002,-1.35873323
