日期,OPEN,CLOSE,HIGH,LOW,VOLUME,AMT,TURN,CHG,PCT_CHG
2015-01-05,1998.16,2016.73,2029.09,1964.0,1336100000.0,12348890000.0,3.0931,27.99000000000001,1.4074238
2015-01-06,2005.16,2065.44,2068.45,1997.7,1145080000.0,12449540000.0,2.6501,48.710000000000036,2.41529605
2015-01-07,2057.16,2065.88,2070.66,2045.66,1030900000.0,10332350000.0,2.3859,0.44000000000005457,0.02130297
2015-01-08,2069.37,2070.45,2086.22,2056.79,1078430000.0,12077990000.0,2.4959,4.569999999999709,0.22121324
2015-01-09,2066.02,2049.64,2086.63,2049.56,972330000.0,10698230000.0,2.2503,-20.809999999999945,-1.00509551
2015-01-12,2040.5,2025.19,2046.73,2009.46,738910000.0,7691610000.0,1.71,-24.449999999999818,-1.19289241
2015-01-13,2021.43,2068.23,2073.64,2021.11,658080000.0,8199220000.0,1.523,43.039999999999964,2.12523269
2015-01-14,2071.53,2051.98,2077.58,2040.25,598150000.0,7216480000.0,1.3843,-16.25,-0.78569598
2015-01-15,2055.19,2073.71,2073.71,2050.09,608820000.0,6838750000.0,1.409,21.730000000000018,1.05897718
2015-01-16,2078.16,2106.3,2111.04,2073.23,780050000.0,9320760000.0,1.8053,32.590000000000146,1.57157944
2015-01-19,2045.73,2019.16,2095.98,1998.04,1087610000.0,12433100000.0,2.517,-87.1400000000001,-4.13711247
2015-01-20,2038.9,2107.43,2107.43,2037.4,978920000.0,12363710000.0,2.2655,88.26999999999975,4.37161988
2015-01-21,2120.75,2153.92,2156.83,2115.36,1063170000.0,13319750000.0,2.4605,46.49000000000024,2.20600447
2015-01-22,2155.13,2193.44,2200.82,2150.23,983600000.0,13368570000.0,2.2763,39.51999999999998,1.83479424
2015-01-23,2201.51,2160.93,2204.8,2153.01,935750000.0,12368650000.0,2.1656,-32.51000000000022,-1.48214676
2015-01-26,2170.25,2200.01,2202.57,2170.25,740610000.0,10124020000.0,1.714,39.08000000000038,1.80848061
2015-01-27,2206.8,2199.31,2211.95,2159.94,904850000.0,11567220000.0,2.0941,-0.7000000000002728,-0.03181804
2015-01-28,2192.69,2175.42,2204.21,2170.67,719260000.0,9886130000.0,1.6646,-23.889999999999873,-1.08624978
2015-01-29,2157.02,2149.75,2170.46,2143.85,664400000.0,8240710000.0,1.5376,-25.670000000000073,-1.18000202
2015-01-30,2156.79,2136.14,2164.81,2135.61,600490000.0,7519700000.0,1.3897,-13.610000000000127,-0.63309687
2015-02-02,2116.53,2134.6,2142.96,2109.14,559310000.0,7309010000.0,1.2944,-1.5399999999999636,-0.07209265
2015-02-03,2141.2,2175.28,2176.44,2141.2,710910000.0,9907520000.0,1.6452,40.68000000000029,1.90574346
2015-02-04,2178.46,2171.49,2191.68,2169.03,713790000.0,9360460000.0,1.6519,-3.7900000000004184,-0.17423044
2015-02-05,2185.53,2186.83,2224.81,2176.52,938910000.0,12969430000.0,2.1729,15.340000000000146,0.70642738
