日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,update_time
2021-11-19,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7083.01,7174.25,7073.72,7169.88,85.19,1.2,17818.59,1936.01,500.0,17.95,2024-10-25 09:19:09
2021-11-22,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7177.4,7259.53,7177.4,7255.07,85.2,1.19,18052.25,2229.86,500.0,18.16,2024-10-25 09:19:09
2021-11-23,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7245.95,7292.92,7239.0,7261.38,6.31,0.09,18959.5,2182.99,500.0,18.17,2024-10-25 09:19:09
2021-11-24,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7260.22,7278.4,7229.6,7256.11,-5.27,-0.07,17767.41,2095.37,500.0,18.17,2024-10-25 09:19:09
2021-11-25,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7262.79,7262.79,7228.29,7233.54,-22.57,-0.31,16406.81,1903.28,500.0,18.11,2024-10-25 09:19:09
2021-11-26,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7216.64,7249.2,7201.2,7219.86,-13.68,-0.19,15942.31,1920.94,500.0,18.07,2024-10-25 09:19:09
2021-11-29,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7129.94,7226.34,7125.43,7221.9,2.04,0.03,16694.14,1985.52,500.0,18.1,2024-10-25 09:19:09
2021-11-30,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7252.33,7281.13,7210.84,7252.76,30.86,0.43,18633.62,2132.18,500.0,18.14,2024-10-25 09:19:09
2021-12-01,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7239.13,7272.94,7215.67,7272.84,20.08,0.28,17180.63,1961.12,500.0,18.2,2024-10-25 09:19:09
2021-12-02,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7256.42,7279.95,7221.36,7229.99,-42.85,-0.59,17655.55,1986.27,500.0,18.11,2024-10-25 09:19:09
2021-12-03,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7233.57,7310.27,7223.8,7301.92,71.93,0.99,18622.27,2007.91,500.0,18.31,2024-10-25 09:19:09
2021-12-06,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7308.99,7330.47,7235.45,7240.46,-61.46,-0.84,21307.0,2183.23,500.0,18.15,2024-10-25 09:19:09
2021-12-07,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7274.13,7284.64,7148.07,7206.83,-33.63,-0.46,19224.39,2061.36,500.0,18.08,2024-10-25 09:19:09
2021-12-08,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7225.0,7302.99,7214.26,7302.99,96.16,1.33,16928.05,1902.8,500.0,18.31,2024-10-25 09:19:09
2021-12-09,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7298.8,7331.58,7290.27,7320.32,17.33,0.24,19608.72,2114.92,500.0,18.35,2024-10-25 09:19:09
2021-12-10,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7285.97,7317.27,7276.61,7306.65,-13.67,-0.19,18723.07,2093.98,500.0,18.33,2024-10-25 09:19:09
2021-12-13,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7334.11,7371.31,7322.44,7353.03,46.38,0.63,18536.31,2107.42,500.0,18.47,2024-10-25 09:19:09
2021-12-14,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7330.24,7349.88,7314.43,7324.13,-28.9,-0.39,15958.38,1835.56,500.0,18.39,2024-10-25 09:19:09
2021-12-15,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7319.66,7352.38,7302.38,7314.26,-9.87,-0.13,15992.39,1838.59,500.0,18.38,2024-10-25 09:19:09
2021-12-16,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7323.41,7381.0,7323.41,7381.0,66.74,0.91,17769.03,1870.09,500.0,18.56,2024-10-25 09:19:09
2021-12-17,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7380.72,7384.02,7308.72,7314.56,-66.44,-0.9,19626.53,2034.4,500.0,18.4,2024-10-25 09:19:09
2021-12-20,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7290.95,7313.48,7191.05,7195.97,-118.59,-1.62,18172.79,1903.51,500.0,18.08,2024-10-25 09:19:09
2021-12-21,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7190.97,7285.72,7190.97,7275.47,79.49,1.1,17621.67,1642.58,500.0,18.26,2024-10-25 09:19:09
2021-12-22,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7289.91,7318.61,7271.82,7302.46,27.0,0.37,17411.72,1710.88,500.0,18.31,2024-10-25 09:19:09
2021-12-23,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7306.16,7350.0,7290.38,7337.19,34.73,0.48,16913.18,1804.67,500.0,18.41,2024-10-25 09:19:09
2021-12-24,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7336.0,7339.94,7257.53,7278.76,-58.43,-0.8,16941.87,1826.81,500.0,18.28,2024-10-25 09:19:09
2021-12-27,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7269.37,7323.88,7255.72,7272.75,-6.01,-0.08,14861.88,1655.86,500.0,18.28,2024-10-25 09:19:09
2021-12-28,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7281.0,7290.54,7240.93,7286.03,13.28,0.18,14326.2,1647.83,500.0,18.29,2024-10-25 09:19:09
2021-12-29,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7275.67,7290.86,7242.3,7247.77,-38.26,-0.53,13620.96,1557.44,500.0,18.19,2024-10-25 09:19:09
2021-12-30,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7246.03,7324.5,7244.22,7310.96,63.19,0.87,14165.11,1584.48,500.0,18.33,2024-10-25 09:19:09
2021-12-31,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7320.94,7368.13,7317.7,7359.4,48.44,0.66,14990.9,1694.57,500.0,18.44,2024-10-25 09:19:09
2022-01-04,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7387.81,7392.1,7317.5,7354.46,-4.95,-0.07,20081.0,2191.75,500.0,18.4,2024-10-25 09:19:09
2022-01-05,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7343.9,7346.26,7200.73,7222.67,-131.78,-1.79,19400.24,2098.1,500.0,18.08,2024-10-25 09:19:09
2022-01-06,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7187.95,7242.77,7167.81,7229.96,7.29,0.1,17333.58,1799.08,500.0,18.12,2024-10-25 09:19:09
2022-01-07,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7232.41,7262.81,7168.04,7175.68,-54.28,-0.75,20001.8,2024.98,500.0,18.01,2024-10-25 09:19:09
2022-01-10,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7161.44,7193.92,7122.09,7191.45,15.78,0.22,16574.89,1767.18,500.0,18.05,2024-10-25 09:19:09
2022-01-11,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7187.02,7206.92,7118.84,7135.22,-56.23,-0.78,16949.46,1796.45,500.0,17.93,2024-10-25 09:19:09
2022-01-12,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7160.18,7196.93,7148.63,7196.93,61.71,0.86,15605.15,1703.34,500.0,18.05,2024-10-25 09:19:09
2022-01-13,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7203.24,7203.24,7096.33,7097.76,-99.17,-1.38,16914.9,1745.99,500.0,17.8,2024-10-25 09:19:09
2022-01-14,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7063.42,7125.09,7052.63,7081.14,-16.62,-0.23,17559.12,1815.14,500.0,17.73,2024-10-25 09:19:09
2022-01-17,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7080.62,7169.34,7078.66,7157.86,76.72,1.08,16177.97,1834.91,500.0,17.89,2024-10-25 09:19:09
2022-01-18,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7163.13,7191.0,7133.2,7163.16,5.3,0.07,17923.54,1950.0,500.0,17.92,2024-10-25 09:19:09
2022-01-19,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7144.48,7182.06,7078.36,7118.76,-44.4,-0.62,16317.84,1746.75,500.0,17.82,2024-10-25 09:19:09
2022-01-20,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7119.51,7135.78,7040.01,7056.79,-61.98,-0.87,16866.63,1727.53,500.0,17.69,2024-10-25 09:19:09
2022-01-21,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,7037.94,7040.43,6965.33,6976.62,-80.17,-1.14,14467.98,1582.04,500.0,17.49,2024-10-25 09:19:09
2022-01-24,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6942.92,7006.7,6925.77,6979.25,2.63,0.04,12267.96,1359.21,500.0,17.49,2024-10-25 09:19:09
2022-01-25,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6960.0,6979.48,6743.96,6743.96,-235.29,-3.37,15033.72,1542.65,500.0,16.91,2024-10-25 09:19:09
2022-01-26,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6762.35,6799.81,6721.9,6782.58,38.62,0.57,12061.53,1302.35,500.0,17.03,2024-10-25 09:19:09
2022-01-27,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6781.61,6785.73,6605.92,6605.92,-176.66,-2.6,12524.38,1322.45,500.0,16.61,2024-10-25 09:19:09
2022-01-28,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6690.18,6690.18,6510.18,6580.53,-25.39,-0.38,12708.88,1302.58,500.0,16.52,2024-10-25 09:19:09
2022-02-07,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6664.57,6702.33,6656.13,6676.61,96.08,1.46,14509.26,1386.42,500.0,16.82,2024-10-25 09:19:09
2022-02-08,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6678.99,6742.4,6599.37,6742.19,65.58,0.98,15959.86,1454.59,500.0,16.98,2024-10-25 09:19:09
2022-02-09,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6736.75,6848.69,6725.8,6843.03,100.84,1.5,16282.27,1553.63,500.0,17.21,2024-10-25 09:19:09
2022-02-10,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6841.16,6864.69,6797.01,6840.49,-2.54,-0.04,15491.66,1470.65,500.0,17.22,2024-10-25 09:19:09
2022-02-11,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6811.78,6840.72,6735.89,6745.02,-95.46,-1.4,15980.14,1567.0,500.0,16.99,2024-10-25 09:19:09
2022-02-14,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6711.59,6765.52,6667.49,6695.7,-49.33,-0.73,13708.25,1321.92,500.0,16.85,2024-10-25 09:19:09
2022-02-15,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6700.82,6762.86,6686.95,6760.28,64.58,0.96,11280.58,1212.68,500.0,17.0,2024-10-25 09:19:09
2022-02-16,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6779.21,6788.36,6751.8,6772.03,11.76,0.17,10841.4,1146.85,500.0,17.04,2024-10-25 09:19:09
2022-02-17,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6764.33,6797.62,6730.18,6768.79,-3.24,-0.05,12298.51,1307.07,500.0,17.03,2024-10-25 09:19:09
2022-02-18,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6734.52,6835.2,6727.82,6835.02,66.23,0.98,13995.26,1344.07,500.0,17.2,2024-10-25 09:19:09
2022-02-21,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6843.08,6871.99,6822.88,6867.11,32.09,0.47,14514.63,1500.72,500.0,17.26,2024-10-25 09:19:09
2022-02-22,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6827.05,6827.05,6743.85,6784.76,-82.35,-1.2,14860.99,1529.06,500.0,17.07,2024-10-25 09:19:09
2022-02-23,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6785.1,6889.7,6785.1,6887.42,102.66,1.51,14411.66,1594.13,500.0,17.32,2024-10-25 09:19:09
2022-02-24,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6861.41,6898.41,6688.75,6764.88,-122.55,-1.78,21084.98,2180.57,500.0,17.03,2024-10-25 09:19:09
2022-02-25,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6805.64,6895.04,6801.33,6819.43,54.56,0.81,15642.91,1641.06,500.0,17.16,2024-10-25 09:19:09
2022-02-28,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6831.49,6853.34,6770.05,6853.31,33.88,0.5,13960.14,1485.85,500.0,17.25,2024-10-25 09:19:09
2022-03-01,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6868.62,6889.33,6837.25,6874.04,20.74,0.3,13771.72,1475.35,500.0,17.3,2024-10-25 09:19:09
2022-03-02,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6853.07,6878.35,6828.06,6875.24,1.2,0.02,13711.5,1408.71,500.0,17.31,2024-10-25 09:19:09
2022-03-03,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6900.98,6907.41,6843.99,6859.55,-15.69,-0.23,18909.18,1735.17,500.0,17.3,2024-10-25 09:19:09
2022-03-04,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6823.83,6871.09,6779.41,6803.83,-55.72,-0.81,17741.19,1658.53,500.0,17.17,2024-10-25 09:19:09
2022-03-07,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6800.77,6800.82,6628.48,6659.39,-144.44,-2.12,16648.46,1646.37,500.0,16.82,2024-10-25 09:19:09
2022-03-08,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6650.58,6665.95,6416.8,6429.89,-229.5,-3.45,18629.61,1844.44,500.0,16.24,2024-10-25 09:19:09
2022-03-09,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6443.2,6462.48,6066.76,6305.61,-124.28,-1.93,19780.27,1883.36,500.0,15.93,2024-10-25 09:19:09
2022-03-10,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6424.91,6475.14,6390.73,6414.94,109.33,1.73,15315.24,1589.72,500.0,16.19,2024-10-25 09:19:09
2022-03-11,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6343.19,6479.72,6270.02,6474.13,59.19,0.92,15211.45,1587.71,500.0,16.33,2024-10-25 09:19:09
2022-03-14,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6419.24,6490.61,6323.58,6323.58,-150.55,-2.33,13795.4,1537.06,500.0,15.95,2024-10-25 09:19:09
2022-03-15,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6272.44,6278.07,5964.98,5964.98,-358.6,-5.67,19471.37,1841.02,500.0,15.05,2024-10-25 09:19:09
2022-03-16,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6068.9,6173.79,5824.33,6156.27,191.29,3.21,17882.68,1786.13,500.0,15.52,2024-10-25 09:19:09
2022-03-17,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6233.64,6369.89,6225.98,6267.52,111.25,1.81,17043.85,1848.45,500.0,15.79,2024-10-25 09:19:09
2022-03-18,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6249.48,6338.22,6231.73,6332.22,64.69,1.03,15262.02,1533.02,500.0,15.96,2024-10-25 09:19:09
2022-03-21,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6340.56,6389.21,6284.85,6358.94,26.73,0.42,15965.37,1617.74,500.0,16.03,2024-10-25 09:19:09
2022-03-22,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6343.4,6404.83,6313.27,6358.11,-0.83,-0.01,15110.79,1457.05,500.0,16.03,2024-10-25 09:19:09
2022-03-23,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6368.31,6420.16,6353.34,6398.1,39.99,0.63,14317.94,1416.85,500.0,16.11,2024-10-25 09:19:09
2022-03-24,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6370.97,6384.4,6315.14,6344.12,-53.99,-0.84,13774.91,1391.76,500.0,16.0,2024-10-25 09:19:09
2022-03-25,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6346.71,6373.47,6268.24,6268.24,-75.88,-1.2,13497.23,1351.82,500.0,15.8,2024-10-25 09:19:09
2022-03-28,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6230.12,6322.13,6176.25,6283.28,15.04,0.24,14485.79,1369.92,500.0,15.84,2024-10-25 09:19:09
2022-03-29,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6289.48,6316.31,6233.28,6253.07,-30.21,-0.48,14136.21,1404.01,500.0,15.76,2024-10-25 09:19:09
2022-03-30,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6272.0,6377.87,6261.8,6377.87,124.81,2.0,16401.46,1556.01,500.0,16.07,2024-10-25 09:19:09
2022-03-31,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6361.1,6383.07,6313.97,6324.96,-52.91,-0.83,17690.39,1670.73,500.0,15.96,2024-10-25 09:19:09
2022-04-01,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6289.39,6373.26,6274.0,6364.52,39.56,0.63,17512.86,1545.52,500.0,16.06,2024-10-25 09:19:09
2022-04-06,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6363.0,6363.0,6279.07,6356.93,-7.59,-0.12,19685.36,1695.25,500.0,16.05,2024-10-25 09:19:09
2022-04-07,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6321.81,6364.63,6221.59,6221.59,-135.34,-2.13,19076.22,1637.36,500.0,15.73,2024-10-25 09:19:09
2022-04-08,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6227.2,6237.91,6117.01,6224.12,2.53,0.04,18395.49,1592.45,500.0,15.76,2024-10-25 09:19:09
2022-04-11,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6202.02,6202.02,6001.57,6029.89,-194.22,-3.12,17838.48,1622.01,500.0,15.28,2024-10-25 09:19:09
2022-04-12,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6019.67,6135.57,5964.39,6126.91,97.01,1.61,17318.02,1514.32,500.0,15.51,2024-10-25 09:19:09
2022-04-13,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6094.68,6129.66,6039.92,6044.33,-82.58,-1.35,16704.31,1472.7,500.0,15.32,2024-10-25 09:19:09
2022-04-14,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6074.13,6156.5,6060.68,6126.49,82.16,1.36,15903.31,1470.89,500.0,15.52,2024-10-25 09:19:09
2022-04-15,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6094.12,6122.29,6048.16,6070.75,-55.74,-0.91,18462.7,1621.7,500.0,15.39,2024-10-25 09:19:09
2022-04-18,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6019.53,6094.67,5975.45,6074.01,3.26,0.05,14918.64,1315.54,500.0,15.36,2024-10-25 09:19:09
2022-04-19,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6067.48,6106.93,6052.1,6092.4,18.39,0.3,14199.75,1292.27,500.0,15.42,2024-10-25 09:19:09
2022-04-20,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,6082.81,6093.78,5942.0,5956.92,-135.48,-2.22,15105.56,1347.21,500.0,15.07,2024-10-25 09:19:09
2022-04-21,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5933.79,5971.19,5742.42,5759.8,-197.12,-3.31,15785.45,1356.26,500.0,14.59,2024-10-25 09:19:09
2022-04-22,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5728.19,5794.34,5667.34,5740.98,-18.82,-0.33,13999.76,1202.44,500.0,14.55,2024-10-25 09:19:09
2022-04-25,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5656.39,5656.39,5369.72,5369.72,-371.27,-6.47,18675.35,1506.64,500.0,13.64,2024-10-25 09:19:09
2022-04-26,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5374.25,5434.7,5225.21,5234.01,-135.71,-2.53,17129.94,1391.44,500.0,13.3,2024-10-25 09:19:09
2022-04-27,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5179.03,5440.07,5158.48,5437.04,203.03,3.88,17969.34,1481.66,500.0,13.8,2024-10-25 09:19:09
2022-04-28,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5398.9,5472.82,5339.61,5418.76,-18.27,-0.34,15503.98,1330.24,500.0,13.77,2024-10-25 09:19:09
2022-04-29,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5458.91,5630.93,5443.67,5627.9,209.14,3.86,18128.95,1577.23,500.0,14.27,2024-10-25 09:19:09
2022-05-05,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5612.5,5728.62,5606.94,5686.7,58.8,1.04,16864.32,1536.14,500.0,14.89,2024-10-25 09:19:09
2022-05-06,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5560.98,5629.65,5542.18,5563.77,-122.93,-2.16,15299.33,1280.85,500.0,14.57,2024-10-25 09:19:09
2022-05-09,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5552.48,5626.59,5537.98,5608.52,44.75,0.8,13155.39,1145.55,500.0,14.68,2024-10-25 09:19:09
2022-05-10,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5532.6,5698.51,5519.47,5690.09,81.57,1.45,16532.96,1411.37,500.0,14.89,2024-10-25 09:19:09
2022-05-11,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5697.43,5856.19,5696.7,5737.82,47.73,0.84,18516.36,1728.55,500.0,15.01,2024-10-25 09:19:09
2022-05-12,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5707.56,5779.32,5687.18,5743.1,5.28,0.09,13921.62,1259.53,500.0,14.99,2024-10-25 09:19:09
2022-05-13,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5765.32,5796.8,5731.86,5796.8,53.7,0.94,13655.98,1167.85,500.0,15.12,2024-10-25 09:19:09
2022-05-16,000905,中证小盘500指数,中证500,CSI Smallcap 500 Index,CSI 500,5840.24,5855.72,5767.54,5791.08,-5.72,-0.1,15138.73,1324.51,500.0,15.1,2024-10-25 09:19:09
