日期,开盘价,最高价,最低价,收盘价,涨跌幅,成交量,成交额,update_time
2022-03-08,6349.48,6356.24,6169.07,6178.55,-0.0302,19849.66,1580.7,2024-11-29 15:17:02
2022-03-09,6190.61,6216.07,5881.66,6075.67,-0.0167,21997.91,1696.34,2024-11-29 15:17:02
2022-03-10,6166.73,6178.95,6107.98,6116.19,0.0067,16115.17,1307.12,2024-11-29 15:17:02
2022-03-11,6059.5,6158.53,5984.21,6143.8,0.0045000000000000005,16253.44,1297.97,2024-11-29 15:17:02
2022-03-14,6067.32,6155.63,5998.85,5998.85,-0.0236,13974.58,1156.17,2024-11-29 15:17:02
2022-03-15,5950.48,5950.48,5640.62,5640.62,-0.059699999999999996,22502.16,1718.82,2024-11-29 15:17:02
2022-03-16,5717.59,5868.06,5577.27,5841.74,0.035699999999999996,19309.04,1525.43,2024-11-29 15:17:02
2022-03-17,5941.47,5999.26,5889.04,5920.94,0.013600000000000001,17375.18,1465.85,2024-11-29 15:17:02
2022-03-18,5906.04,6071.36,5894.77,6060.53,0.0236,16515.38,1373.59,2024-11-29 15:17:02
2022-03-21,6061.26,6064.49,5975.3,6019.34,-0.0068000000000000005,14931.73,1255.59,2024-11-29 15:17:02
2022-03-22,6004.13,6128.15,6001.54,6098.72,0.0132,15575.48,1293.24,2024-11-29 15:17:02
2022-03-23,6099.42,6113.55,6042.08,6089.59,-0.0015,14748.16,1242.62,2024-11-29 15:17:02
2022-03-24,6059.88,6101.9,6044.79,6072.17,-0.0029,13548.03,1111.93,2024-11-29 15:17:02
2022-03-25,6067.22,6109.17,6021.85,6023.71,-0.008,13457.74,1118.45,2024-11-29 15:17:02
2022-03-28,5988.24,6095.51,5941.35,6073.71,0.0083,15204.72,1196.29,2024-11-29 15:17:02
2022-03-29,6071.87,6090.02,6042.99,6059.21,-0.0024,13190.95,1084.88,2024-11-29 15:17:02
2022-03-30,6073.84,6177.86,6073.84,6175.88,0.019299999999999998,17035.43,1410.92,2024-11-29 15:17:02
2022-03-31,6156.04,6247.98,6148.29,6203.97,0.0045000000000000005,18627.07,1565.95,2024-11-29 15:17:02
2022-04-01,6163.89,6279.64,6151.54,6278.09,0.011899999999999999,18434.11,1499.52,2024-11-29 15:17:02
2022-04-06,6264.36,6367.69,6263.97,6357.24,0.0126,22271.44,1725.61,2024-11-29 15:17:02
2022-04-07,6325.52,6369.78,6257.08,6264.89,-0.014499999999999999,19978.61,1547.23,2024-11-29 15:17:02
2022-04-08,6269.58,6335.6,6217.66,6333.26,0.0109,19588.32,1520.56,2024-11-29 15:17:02
2022-04-11,6309.97,6309.97,6186.15,6205.23,-0.0202,18638.2,1500.71,2024-11-29 15:17:02
2022-04-12,6202.26,6273.87,6139.81,6244.43,0.0063,18086.4,1452.53,2024-11-29 15:17:02
2022-04-13,6221.0,6289.9,6193.25,6214.31,-0.0048,16792.45,1352.78,2024-11-29 15:17:02
2022-04-14,6245.29,6315.24,6237.72,6288.67,0.012,16358.87,1367.48,2024-11-29 15:17:02
2022-04-15,6264.34,6330.95,6260.5,6293.61,0.0008,18719.18,1521.05,2024-11-29 15:17:02
2022-04-18,6231.68,6231.68,6146.12,6161.23,-0.021,16081.06,1338.89,2024-11-29 15:17:02
2022-04-19,6142.7,6195.46,6126.62,6172.58,0.0018,15094.69,1301.5,2024-11-29 15:17:02
2022-04-20,6161.26,6170.98,6030.89,6043.32,-0.0209,15627.69,1296.04,2024-11-29 15:17:02
2022-04-21,6025.04,6065.5,5925.27,5945.97,-0.0161,16253.79,1255.67,2024-11-29 15:17:02
2022-04-22,5908.46,6042.9,5896.47,6025.95,0.013500000000000002,15311.6,1175.52,2024-11-29 15:17:02
2022-04-25,5923.74,5959.85,5745.9,5745.9,-0.04650000000000001,19825.55,1492.44,2024-11-29 15:17:02
2022-04-26,5754.1,5793.2,5648.43,5660.18,-0.0149,17663.47,1304.28,2024-11-29 15:17:02
2022-04-27,5621.19,5733.84,5616.85,5732.08,0.0127,19273.14,1423.3,2024-11-29 15:17:02
2022-04-28,5715.1,5809.71,5708.79,5798.97,0.011699999999999999,17263.91,1310.25,2024-11-29 15:17:02
2022-04-29,5807.96,5909.78,5755.44,5897.77,0.017,19879.22,1567.72,2024-11-29 15:17:02
2022-05-05,5894.78,5937.16,5880.96,5916.38,0.0032,18176.32,1428.09,2024-11-29 15:17:02
2022-05-06,5817.2,5834.71,5756.51,5768.19,-0.025,14733.05,1086.09,2024-11-29 15:17:02
2022-05-09,5746.48,5782.81,5717.59,5750.73,-0.003,11819.6,920.36,2024-11-29 15:17:02
2022-05-10,5682.35,5807.25,5643.22,5795.66,0.0078000000000000005,16933.93,1239.88,2024-11-29 15:17:02
2022-05-11,5787.84,5851.17,5781.07,5789.46,-0.0011,17816.07,1412.62,2024-11-29 15:17:02
2022-05-12,5766.31,5801.84,5711.65,5751.89,-0.006500000000000001,13154.9,1028.43,2024-11-29 15:17:02
2022-05-13,5776.11,5845.71,5776.11,5845.71,0.0163,14061.49,1113.6,2024-11-29 15:17:02
2022-05-16,5880.79,5883.01,5799.76,5825.56,-0.0034000000000000002,14572.11,1158.81,2024-11-29 15:17:02
2022-05-17,5827.34,5849.89,5784.51,5847.08,0.0037,12986.89,1041.44,2024-11-29 15:17:02
2022-05-18,5849.42,5849.56,5785.18,5808.71,-0.0066,12020.16,938.3,2024-11-29 15:17:02
2022-05-19,5737.91,5823.71,5730.87,5823.34,0.0025,13407.73,1019.53,2024-11-29 15:17:02
2022-05-20,5843.09,5915.01,5842.44,5914.05,0.015600000000000001,16177.46,1289.93,2024-11-29 15:17:02
2022-05-23,5913.91,5913.91,5858.02,5884.3,-0.005,14326.31,1118.56,2024-11-29 15:17:02
2022-05-24,5888.06,5907.07,5774.58,5774.58,-0.018600000000000002,16384.14,1215.05,2024-11-29 15:17:02
2022-05-25,5773.19,5839.23,5768.65,5838.58,0.0111,13430.27,956.83,2024-11-29 15:17:02
2022-05-26,5849.19,5901.22,5807.25,5885.91,0.008100000000000001,15414.61,1127.81,2024-11-29 15:17:02
2022-05-27,5901.49,5922.45,5861.56,5893.2,0.0012,13602.85,1027.76,2024-11-29 15:17:02
2022-05-30,5911.37,5912.54,5855.63,5882.19,-0.0019,12985.0,981.24,2024-11-29 15:17:02
2022-05-31,5883.9,5925.08,5869.02,5918.19,0.0060999999999999995,14787.3,1157.9,2024-11-29 15:17:02
2022-06-01,5909.45,5925.3,5870.82,5912.1,-0.001,14098.51,1046.75,2024-11-29 15:17:02
2022-06-02,5881.96,5886.74,5857.97,5883.32,-0.0049,13911.99,1043.38,2024-11-29 15:17:02
2022-06-06,5877.42,5911.06,5832.55,5908.93,0.0044,17720.48,1362.88,2024-11-29 15:17:02
2022-06-07,5900.54,5947.62,5889.5,5930.57,0.0037,16616.69,1296.81,2024-11-29 15:17:02
2022-06-08,5938.56,5965.43,5887.26,5965.43,0.0059,17815.36,1364.46,2024-11-29 15:17:02
2022-06-09,5959.97,6016.85,5948.59,5971.51,0.001,18297.19,1400.54,2024-11-29 15:17:02
2022-06-10,5929.71,6028.45,5923.96,6022.22,0.0085,19701.88,1457.01,2024-11-29 15:17:02
2022-06-13,5974.79,5986.81,5896.28,5937.85,-0.013999999999999999,18145.03,1545.33,2024-11-29 15:17:02
2022-06-14,5886.47,6034.49,5867.9,6033.42,0.0161,18456.12,1551.92,2024-11-29 15:17:02
2022-06-15,6030.91,6216.52,6030.33,6118.84,0.014199999999999999,26049.76,2274.66,2024-11-29 15:17:02
2022-06-16,6112.12,6124.91,6003.19,6010.14,-0.0178,18892.61,1636.44,2024-11-29 15:17:02
2022-06-17,5971.7,6040.33,5946.81,6028.65,0.0031,15643.2,1393.22,2024-11-29 15:17:02
2022-06-20,6013.24,6014.29,5964.9,5986.2,-0.006999999999999999,17055.79,1562.78,2024-11-29 15:17:02
2022-06-21,5981.39,6031.85,5952.73,5997.7,0.0019,15520.04,1333.35,2024-11-29 15:17:02
2022-06-22,6002.4,6002.49,5911.52,5911.81,-0.0143,13571.49,1162.81,2024-11-29 15:17:02
2022-06-23,5911.92,5983.37,5898.2,5983.37,0.0121,14233.67,1226.08,2024-11-29 15:17:02
2022-06-24,5981.41,6001.36,5957.65,5986.66,0.0005,14107.69,1295.31,2024-11-29 15:17:02
2022-06-27,5998.31,6048.34,5991.38,6028.13,0.0069,15227.83,1409.35,2024-11-29 15:17:02
2022-06-28,6029.15,6078.38,6011.49,6073.85,0.0076,15410.52,1365.83,2024-11-29 15:17:02
2022-06-29,6060.3,6110.37,6036.96,6041.08,-0.0054,17708.68,1547.74,2024-11-29 15:17:02
2022-06-30,6036.6,6107.08,6036.6,6080.7,0.0066,14900.43,1346.03,2024-11-29 15:17:02
2022-07-01,6086.68,6096.2,6056.54,6072.53,-0.0013,13060.0,1229.89,2024-11-29 15:17:02
2022-07-04,6061.59,6089.38,6043.63,6087.58,0.0025,14077.02,1289.1,2024-11-29 15:17:02
2022-07-05,6097.31,6137.52,6063.43,6107.08,0.0032,17715.09,1493.37,2024-11-29 15:17:02
2022-07-06,6085.77,6085.77,5957.59,5988.24,-0.0195,16772.9,1416.46,2024-11-29 15:17:02
2022-07-07,5986.08,6022.5,5975.0,5992.46,0.0007000000000000001,13980.16,1174.58,2024-11-29 15:17:02
2022-07-08,6013.7,6019.75,5973.2,5982.1,-0.0017000000000000001,12280.39,1095.33,2024-11-29 15:17:02
2022-07-11,5963.94,5964.15,5921.44,5938.52,-0.0073,13875.54,1180.17,2024-11-29 15:17:02
2022-07-12,5924.79,5980.07,5923.78,5945.0,0.0011,14290.37,1220.7,2024-11-29 15:17:02
2022-07-13,5941.74,5946.4,5890.21,5909.07,-0.006,14579.25,1221.88,2024-11-29 15:17:02
2022-07-14,5895.88,5895.88,5808.77,5824.79,-0.0143,15379.25,1309.43,2024-11-29 15:17:02
2022-07-15,5783.71,5806.43,5683.37,5683.37,-0.024300000000000002,16145.7,1350.64,2024-11-29 15:17:02
2022-07-18,5699.08,5803.68,5699.08,5802.47,0.021,14536.68,1170.16,2024-11-29 15:17:02
2022-07-19,5804.01,5821.73,5772.84,5811.16,0.0015,12143.46,1017.77,2024-11-29 15:17:02
2022-07-20,5832.95,5842.22,5814.11,5831.77,0.0034999999999999996,11062.9,931.91,2024-11-29 15:17:02
2022-07-21,5815.05,5815.05,5740.15,5740.15,-0.015700000000000002,12811.68,1103.34,2024-11-29 15:17:02
2022-07-22,5744.52,5776.72,5705.54,5743.38,0.0006,11121.55,928.47,2024-11-29 15:17:02
2022-07-25,5743.81,5756.59,5722.76,5732.59,-0.0019,9964.94,840.3,2024-11-29 15:17:02
2022-07-26,5735.3,5799.29,5731.23,5788.52,0.0098,9511.25,797.17,2024-11-29 15:17:02
2022-07-27,5779.87,5779.87,5755.0,5763.9,-0.0043,8847.22,765.67,2024-11-29 15:17:02
2022-07-28,5776.7,5796.26,5759.28,5763.9,0.0,10631.56,883.07,2024-11-29 15:17:02
2022-07-29,5769.05,5797.68,5709.51,5717.95,-0.008,12104.55,1021.87,2024-11-29 15:17:02
2022-08-01,5711.98,5711.98,5658.97,5695.77,-0.0039000000000000003,11252.47,965.49,2024-11-29 15:17:02
2022-08-02,5650.0,5650.0,5505.24,5558.67,-0.0241,16034.5,1228.16,2024-11-29 15:17:02
2022-08-03,5554.87,5603.44,5488.8,5492.09,-0.012,11659.5,961.1,2024-11-29 15:17:02
2022-08-04,5518.82,5535.26,5483.73,5531.55,0.0072,9111.18,736.45,2024-11-29 15:17:02
2022-08-05,5534.44,5584.95,5505.69,5583.39,0.009399999999999999,9687.23,811.01,2024-11-29 15:17:02
2022-08-08,5571.58,5604.65,5566.44,5595.75,0.0022,8963.46,765.76,2024-11-29 15:17:02
2022-08-09,5595.32,5611.05,5582.55,5598.37,0.0005,8653.48,757.28,2024-11-29 15:17:02
2022-08-10,5595.19,5610.48,5551.48,5568.54,-0.0053,8444.14,727.12,2024-11-29 15:17:02
2022-08-11,5594.51,5670.76,5587.28,5669.67,0.0182,11065.04,928.0,2024-11-29 15:17:02
2022-08-12,5659.84,5711.99,5654.94,5700.83,0.0055000000000000005,11238.53,900.62,2024-11-29 15:17:02
2022-08-15,5686.16,5720.83,5671.85,5682.59,-0.0032,11539.13,957.32,2024-11-29 15:17:02
2022-08-16,5690.8,5708.94,5670.92,5686.8,0.0007000000000000001,10602.13,901.76,2024-11-29 15:17:02
2022-08-17,5695.46,5732.52,5663.58,5727.94,0.0072,11778.6,1005.27,2024-11-29 15:17:02
2022-08-18,5714.38,5718.6,5660.23,5664.7,-0.011000000000000001,10567.27,865.49,2024-11-29 15:17:02
2022-08-19,5659.83,5715.44,5659.32,5691.34,0.004699999999999999,12531.28,1026.97,2024-11-29 15:17:02
2022-08-22,5679.47,5732.98,5678.27,5723.57,0.005699999999999999,12098.37,1043.54,2024-11-29 15:17:02
2022-08-23,5715.04,5731.45,5680.81,5710.87,-0.0022,12505.57,1053.56,2024-11-29 15:17:02
2022-08-24,5718.75,5745.75,5648.55,5651.78,-0.0103,14075.12,1211.91,2024-11-29 15:17:02
2022-08-25,5665.8,5756.44,5655.49,5751.56,0.0177,14053.87,1252.77,2024-11-29 15:17:02
2022-08-26,5749.86,5757.43,5715.6,5724.35,-0.004699999999999999,11884.23,1060.09,2024-11-29 15:17:02
2022-08-29,5669.46,5720.68,5645.47,5720.41,-0.0007000000000000001,11732.9,1017.14,2024-11-29 15:17:02
2022-08-30,5713.56,5737.91,5676.4,5704.1,-0.0029,11907.96,1016.28,2024-11-29 15:17:02
2022-08-31,5695.55,5752.65,5679.13,5710.07,0.001,14880.03,1311.51,2024-11-29 15:17:02
2022-09-01,5697.62,5752.92,5687.08,5702.73,-0.0013,11608.04,1026.52,2024-11-29 15:17:02
2022-09-02,5710.92,5718.76,5667.27,5687.32,-0.0027,9989.3,850.47,2024-11-29 15:17:02
2022-09-05,5685.88,5745.34,5669.15,5745.34,0.0102,11634.79,946.07,2024-11-29 15:17:02
2022-09-06,5753.6,5804.48,5751.69,5801.57,0.0098,13519.29,1116.46,2024-11-29 15:17:02
2022-09-07,5782.23,5793.4,5762.73,5791.52,-0.0017000000000000001,12966.82,1003.69,2024-11-29 15:17:02
2022-09-08,5791.41,5811.74,5771.75,5786.29,-0.0009,12381.94,951.38,2024-11-29 15:17:02
2022-09-09,5795.87,5884.14,5790.52,5873.95,0.0151,13998.3,1187.45,2024-11-29 15:17:02
2022-09-13,5882.01,5903.32,5847.15,5868.63,-0.0009,12858.18,1068.35,2024-11-29 15:17:02
2022-09-14,5804.92,5849.96,5796.29,5811.08,-0.0098,10833.76,865.96,2024-11-29 15:17:02
2022-09-15,5837.06,5871.42,5767.41,5814.16,0.0005,14491.11,1215.15,2024-11-29 15:17:02
2022-09-16,5796.74,5797.14,5645.0,5645.0,-0.0291,15400.02,1201.98,2024-11-29 15:17:02
2022-09-19,5639.93,5664.51,5612.25,5639.9,-0.0009,11154.17,843.78,2024-11-29 15:17:02
2022-09-20,5659.08,5663.6,5598.01,5610.55,-0.0052,9525.74,773.4,2024-11-29 15:17:02
2022-09-21,5604.45,5659.53,5564.93,5639.83,0.0052,10296.37,776.64,2024-11-29 15:17:02
2022-09-22,5605.48,5629.03,5596.14,5617.21,-0.004,9771.51,805.18,2024-11-29 15:17:02
2022-09-23,5605.45,5666.94,5582.16,5604.5,-0.0023,10607.92,813.23,2024-11-29 15:17:02
2022-09-26,5568.68,5599.54,5493.33,5495.59,-0.0194,11665.45,850.57,2024-11-29 15:17:02
2022-09-27,5502.26,5532.1,5457.59,5531.08,0.006500000000000001,9696.27,760.66,2024-11-29 15:17:02
2022-09-28,5519.7,5519.7,5461.97,5461.97,-0.0125,9267.68,716.25,2024-11-29 15:17:02
2022-09-29,5500.32,5516.95,5398.96,5423.06,-0.0070999999999999995,9842.6,752.8,2024-11-29 15:17:02
2022-09-30,5425.85,5487.64,5425.85,5450.19,0.005,9060.86,708.7,2024-11-29 15:17:02
2022-10-10,5458.09,5499.3,5417.86,5424.18,-0.0048,11595.03,877.03,2024-11-29 15:17:02
2022-10-11,5429.34,5443.54,5382.92,5425.66,0.0003,9298.41,698.88,2024-11-29 15:17:02
2022-10-12,5417.97,5491.14,5365.55,5491.14,0.0121,10795.13,810.07,2024-11-29 15:17:02
2022-10-13,5460.61,5470.64,5405.85,5431.95,-0.0108,10652.04,852.19,2024-11-29 15:17:02
2022-10-14,5459.4,5523.23,5459.29,5502.58,0.013000000000000001,11495.27,931.46,2024-11-29 15:17:02
2022-10-17,5476.6,5511.79,5437.2,5503.53,0.0002,10676.3,832.17,2024-11-29 15:17:02
2022-10-18,5521.14,5527.79,5478.45,5491.41,-0.0022,9574.95,792.67,2024-11-29 15:17:02
2022-10-19,5481.2,5500.14,5428.56,5428.56,-0.011399999999999999,8720.34,751.14,2024-11-29 15:17:02
2022-10-20,5405.8,5443.1,5379.05,5391.4,-0.0068000000000000005,9297.88,745.98,2024-11-29 15:17:02
2022-10-21,5405.83,5438.67,5377.22,5395.13,0.0007000000000000001,9769.4,747.98,2024-11-29 15:17:02
2022-10-24,5393.82,5429.16,5250.68,5264.98,-0.0241,12270.17,970.71,2024-11-29 15:17:02
2022-10-25,5263.1,5304.41,5218.09,5259.13,-0.0011,10331.48,786.56,2024-11-29 15:17:02
2022-10-26,5256.15,5307.5,5236.11,5252.87,-0.0012,11077.64,869.22,2024-11-29 15:17:02
2022-10-27,5260.92,5297.56,5252.28,5259.6,0.0013,10701.85,844.24,2024-11-29 15:17:02
2022-10-28,5241.16,5246.15,5136.87,5147.87,-0.0212,12314.75,950.83,2024-11-29 15:17:02
2022-10-31,5110.13,5124.22,5047.64,5066.19,-0.0159,13662.95,1055.33,2024-11-29 15:17:02
2022-11-01,5074.64,5169.19,5066.85,5169.19,0.0203,13892.54,1077.24,2024-11-29 15:17:02
2022-11-02,5152.1,5220.9,5142.82,5202.83,0.006500000000000001,12576.35,1040.59,2024-11-29 15:17:02
2022-11-03,5171.55,5185.34,5140.34,5164.68,-0.0073,10122.18,783.79,2024-11-29 15:17:02
2022-11-04,5160.33,5302.41,5160.12,5286.81,0.0236,13394.85,1084.48,2024-11-29 15:17:02
2022-11-07,5276.35,5337.09,5269.08,5317.05,0.005699999999999999,12445.57,981.08,2024-11-29 15:17:02
2022-11-08,5318.44,5322.32,5280.35,5306.33,-0.002,9700.92,765.36,2024-11-29 15:17:02
2022-11-09,5315.02,5344.48,5296.56,5298.56,-0.0015,9506.39,758.19,2024-11-29 15:17:02
2022-11-10,5271.48,5310.7,5245.37,5294.74,-0.0007000000000000001,9529.56,715.78,2024-11-29 15:17:02
2022-11-11,5388.98,5485.69,5357.82,5441.71,0.0278,17049.06,1414.16,2024-11-29 15:17:02
2022-11-14,5504.86,5557.29,5477.94,5488.93,0.0087,16586.57,1465.75,2024-11-29 15:17:02
2022-11-15,5484.04,5558.67,5462.69,5552.67,0.0116,13561.31,1138.67,2024-11-29 15:17:02
2022-11-16,5549.1,5556.74,5517.61,5522.09,-0.0055000000000000005,10995.39,895.93,2024-11-29 15:17:02
2022-11-17,5508.79,5511.88,5467.95,5505.92,-0.0029,10021.89,885.43,2024-11-29 15:17:02
2022-11-18,5510.31,5520.28,5474.08,5477.22,-0.0052,10902.57,902.45,2024-11-29 15:17:02
2022-11-21,5446.48,5450.48,5398.97,5448.31,-0.0053,9416.17,832.68,2024-11-29 15:17:02
2022-11-22,5453.58,5557.67,5448.37,5511.9,0.011699999999999999,14987.99,1096.27,2024-11-29 15:17:02
2022-11-23,5508.37,5577.45,5506.09,5534.27,0.0040999999999999995,15675.02,1094.71,2024-11-29 15:17:02
2022-11-24,5554.7,5572.58,5520.14,5530.88,-0.0006,11307.96,855.01,2024-11-29 15:17:02
2022-11-25,5528.24,5641.5,5527.78,5629.71,0.0179,15886.73,1153.69,2024-11-29 15:17:02
2022-11-28,5548.51,5567.93,5489.61,5563.62,-0.011699999999999999,14570.18,1054.74,2024-11-29 15:17:02
2022-11-29,5618.03,5759.66,5618.03,5747.49,0.033,19778.37,1605.6,2024-11-29 15:17:02
2022-11-30,5729.15,5797.92,5716.05,5733.28,-0.0025,18326.98,1434.3,2024-11-29 15:17:02
2022-12-01,5791.1,5805.17,5720.59,5722.89,-0.0018,16852.69,1354.06,2024-11-29 15:17:02
2022-12-02,5713.09,5720.75,5666.27,5685.83,-0.006500000000000001,12689.3,1031.69,2024-11-29 15:17:02
2022-12-05,5736.14,5860.2,5736.14,5852.54,0.029300000000000003,22100.34,1664.71,2024-11-29 15:17:02
