日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,update_time
2021-11-11,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4814.77,4898.65,4809.11,4898.65,77.46,1.61,16048.49,3236.25,300.0,13.68,2024-10-20 17:02:09
2021-11-12,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4902.93,4909.08,4875.35,4888.37,-10.28,-0.21,13266.3,2717.73,300.0,13.64,2024-10-20 17:02:09
2021-11-15,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4894.41,4906.33,4863.4,4882.38,-6.0,-0.12,12182.31,2729.98,300.0,13.63,2024-10-20 17:02:09
2021-11-16,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4880.9,4915.37,4876.5,4883.32,0.94,0.02,12725.44,2840.95,300.0,13.64,2024-10-20 17:02:09
2021-11-17,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4883.25,4891.52,4864.52,4885.75,2.43,0.05,10845.92,2461.78,300.0,13.65,2024-10-20 17:02:09
2021-11-18,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4871.42,4871.42,4830.41,4837.62,-48.14,-0.99,11448.06,2444.85,300.0,13.54,2024-10-20 17:02:09
2021-11-19,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4832.06,4892.81,4829.57,4890.06,52.44,1.08,12719.83,2662.81,300.0,13.69,2024-10-20 17:02:09
2021-11-22,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4895.39,4919.0,4893.27,4912.4,22.34,0.46,13809.28,3161.49,300.0,13.74,2024-10-20 17:02:09
2021-11-23,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4905.76,4927.52,4896.88,4913.35,0.95,0.02,15430.44,3010.22,300.0,13.76,2024-10-20 17:02:09
2021-11-24,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4914.03,4935.49,4899.61,4916.66,3.31,0.07,13715.07,2897.07,300.0,13.78,2024-10-20 17:02:09
2021-11-25,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4917.61,4921.33,4891.73,4896.44,-20.22,-0.41,11598.4,2554.51,300.0,13.72,2024-10-20 17:02:09
2021-11-26,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4886.95,4886.95,4850.81,4860.13,-36.32,-0.74,12036.9,2430.41,300.0,13.62,2024-10-20 17:02:09
2021-11-29,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4820.01,4858.53,4818.71,4851.42,-8.7,-0.18,13362.69,2859.95,300.0,13.59,2024-10-20 17:02:09
2021-11-30,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4857.18,4871.25,4810.22,4832.03,-19.4,-0.4,12963.06,2792.68,300.0,13.55,2024-10-20 17:02:09
2021-12-01,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4831.89,4844.52,4823.93,4843.85,11.83,0.24,12308.68,2559.69,300.0,13.59,2024-10-20 17:02:09
2021-12-02,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4839.91,4866.85,4830.32,4856.16,12.31,0.25,14808.85,2780.52,300.0,13.63,2024-10-20 17:02:09
2021-12-03,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4856.98,4901.02,4853.35,4901.02,44.85,0.92,14405.96,3000.53,300.0,13.75,2024-10-20 17:02:09
2021-12-06,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4909.43,4943.9,4888.69,4892.62,-8.4,-0.17,17361.57,3334.06,300.0,13.73,2024-10-20 17:02:09
2021-12-07,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4930.83,4934.1,4895.22,4922.1,29.48,0.6,17905.35,3406.18,300.0,13.8,2024-10-20 17:02:09
2021-12-08,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4934.41,4995.93,4915.79,4995.93,73.83,1.5,15749.06,3290.65,300.0,13.99,2024-10-20 17:02:09
2021-12-09,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5000.69,5114.5,4999.41,5078.69,82.76,1.66,22056.88,4256.81,300.0,14.21,2024-10-20 17:02:09
2021-12-10,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5046.27,5060.06,5035.81,5055.12,-23.57,-0.46,19369.52,3569.18,300.0,14.14,2024-10-20 17:02:09
2021-12-13,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5090.02,5143.84,5079.73,5083.8,28.68,0.57,21180.16,4263.77,300.0,15.22,2024-10-20 17:02:09
2021-12-14,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5066.35,5075.21,5038.86,5049.7,-34.11,-0.67,15910.78,3186.86,300.0,15.11,2024-10-20 17:02:09
2021-12-15,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5036.28,5060.37,5003.78,5005.9,-43.8,-0.87,15052.98,2910.73,300.0,14.99,2024-10-20 17:02:09
2021-12-16,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5006.61,5034.73,4987.22,5034.73,28.83,0.58,14405.39,2914.75,300.0,15.09,2024-10-20 17:02:09
2021-12-17,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5021.34,5022.11,4954.76,4954.76,-79.97,-1.59,14900.54,2979.43,300.0,14.87,2024-10-20 17:02:09
2021-12-20,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4934.97,4971.67,4872.68,4880.42,-74.34,-1.5,16967.57,3175.37,300.0,14.67,2024-10-20 17:02:09
2021-12-21,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4876.51,4917.8,4872.95,4913.49,33.07,0.68,14333.99,2590.23,300.0,14.78,2024-10-20 17:02:09
2021-12-22,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4924.58,4936.67,4903.17,4914.45,0.97,0.02,13325.67,2446.42,300.0,14.77,2024-10-20 17:02:09
2021-12-23,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4924.29,4948.74,4906.75,4948.74,34.28,0.7,13955.54,2633.6,300.0,14.88,2024-10-20 17:02:09
2021-12-24,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4953.06,4964.91,4905.98,4921.34,-27.39,-0.55,14267.33,2904.84,300.0,14.81,2024-10-20 17:02:09
2021-12-27,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4918.15,4939.69,4894.16,4919.32,-2.02,-0.04,12410.1,2544.22,300.0,14.8,2024-10-20 17:02:09
2021-12-28,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4923.69,4959.14,4913.6,4955.96,36.64,0.74,13045.78,2763.17,300.0,14.88,2024-10-20 17:02:09
2021-12-29,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4958.65,4958.65,4883.48,4883.48,-72.48,-1.46,11358.7,2732.25,300.0,14.67,2024-10-20 17:02:09
2021-12-30,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4882.16,4940.18,4878.65,4921.51,38.03,0.78,12161.72,2680.22,300.0,14.77,2024-10-20 17:02:09
2021-12-31,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4937.46,4950.36,4923.14,4940.37,18.86,0.38,12131.37,2669.75,300.0,14.82,2024-10-20 17:02:09
2022-01-04,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4957.98,4961.45,4874.53,4917.77,-22.61,-0.46,15153.48,3365.17,300.0,14.76,2024-10-20 17:02:09
2022-01-05,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4907.93,4916.28,4851.98,4868.12,-49.65,-1.01,17881.61,3639.45,300.0,14.64,2024-10-20 17:02:09
2022-01-06,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4842.16,4857.56,4786.43,4818.23,-49.89,-1.02,15766.58,3217.5,300.0,14.5,2024-10-20 17:02:09
2022-01-07,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4824.32,4856.65,4818.19,4822.37,4.14,0.09,18713.94,3322.19,300.0,14.54,2024-10-20 17:02:09
2022-01-10,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4812.23,4844.39,4780.82,4844.05,21.68,0.45,15621.17,3050.34,300.0,14.59,2024-10-20 17:02:09
2022-01-11,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4840.01,4850.88,4791.89,4797.77,-46.27,-0.96,14692.8,2864.46,300.0,14.45,2024-10-20 17:02:09
2022-01-12,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4818.89,4852.73,4810.92,4845.58,47.81,1.0,14320.02,2931.53,300.0,14.59,2024-10-20 17:02:09
2022-01-13,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4853.03,4853.06,4765.24,4765.92,-79.66,-1.64,14251.97,2887.99,300.0,14.39,2024-10-20 17:02:09
2022-01-14,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4743.91,4764.05,4723.94,4726.73,-39.19,-0.82,14686.31,2818.28,300.0,14.25,2024-10-20 17:02:09
2022-01-17,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4728.76,4775.24,4726.71,4767.28,40.54,0.86,11529.57,2637.88,300.0,14.35,2024-10-20 17:02:09
2022-01-18,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4766.78,4826.3,4747.92,4813.35,46.07,0.97,15087.08,2827.49,300.0,14.5,2024-10-20 17:02:09
2022-01-19,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4815.81,4828.75,4755.93,4780.38,-32.97,-0.68,13392.74,2755.35,300.0,14.42,2024-10-20 17:02:09
2022-01-20,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4778.26,4845.0,4777.57,4823.51,43.13,0.9,16497.13,3043.44,300.0,14.53,2024-10-20 17:02:09
2022-01-21,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4808.77,4818.31,4762.56,4779.31,-44.19,-0.92,13895.26,2746.99,300.0,14.39,2024-10-20 17:02:09
2022-01-24,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4753.94,4801.1,4746.45,4786.74,7.42,0.16,11446.39,2462.62,300.0,14.41,2024-10-20 17:02:09
2022-01-25,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4761.95,4781.39,4678.25,4678.45,-108.29,-2.26,13366.76,2505.56,300.0,14.09,2024-10-20 17:02:09
2022-01-26,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4697.1,4718.99,4648.13,4712.31,33.86,0.72,10707.08,2265.53,300.0,14.19,2024-10-20 17:02:09
2022-01-27,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4708.1,4708.44,4616.03,4619.88,-92.43,-1.96,12126.38,2505.36,300.0,13.94,2024-10-20 17:02:09
2022-01-28,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4641.81,4660.52,4559.83,4563.77,-56.1,-1.21,12648.01,2639.68,300.0,13.76,2024-10-20 17:02:09
2022-02-07,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4638.58,4672.65,4615.01,4634.09,70.32,1.54,14484.97,2660.32,300.0,14.0,2024-10-20 17:02:09
2022-02-08,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4626.44,4626.44,4522.47,4608.77,-25.32,-0.55,15583.07,2813.65,300.0,13.97,2024-10-20 17:02:09
2022-02-09,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4608.15,4659.46,4595.28,4652.06,43.29,0.94,14833.55,2737.72,300.0,14.08,2024-10-20 17:02:09
2022-02-10,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4657.21,4657.21,4608.09,4639.86,-12.2,-0.26,15157.67,2872.24,300.0,14.06,2024-10-20 17:02:09
2022-02-11,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4617.87,4662.6,4595.88,4601.4,-38.47,-0.83,15597.46,3079.38,300.0,13.99,2024-10-20 17:02:09
2022-02-14,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4579.42,4593.63,4530.06,4551.69,-49.71,-1.08,14367.39,2757.38,300.0,13.84,2024-10-20 17:02:09
2022-02-15,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4553.81,4601.45,4550.54,4600.1,48.41,1.06,11502.56,2499.77,300.0,13.95,2024-10-20 17:02:09
2022-02-16,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4619.85,4643.1,4607.22,4617.99,17.89,0.39,10725.9,2101.91,300.0,14.01,2024-10-20 17:02:09
2022-02-17,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4616.9,4650.16,4606.95,4629.16,11.18,0.24,11001.46,2279.46,300.0,14.03,2024-10-20 17:02:09
2022-02-18,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4604.57,4651.34,4598.1,4651.24,22.07,0.48,10455.02,1958.26,300.0,14.1,2024-10-20 17:02:09
2022-02-21,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4646.05,4646.67,4613.3,4634.31,-16.92,-0.36,11251.65,2150.39,300.0,14.05,2024-10-20 17:02:09
2022-02-22,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4601.92,4602.07,4550.8,4574.15,-60.16,-1.3,12331.72,2468.73,300.0,13.89,2024-10-20 17:02:09
2022-02-23,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4582.01,4625.3,4579.29,4623.05,48.89,1.07,12295.29,2590.5,300.0,14.01,2024-10-20 17:02:09
2022-02-24,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4592.07,4610.88,4488.48,4529.32,-93.73,-2.03,18440.31,3423.47,300.0,13.75,2024-10-20 17:02:09
2022-02-25,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4564.63,4611.86,4561.9,4573.42,44.11,0.97,14972.26,2717.28,300.0,13.85,2024-10-20 17:02:09
2022-02-28,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4563.74,4581.65,4530.68,4581.65,8.22,0.18,13540.7,2483.64,300.0,13.88,2024-10-20 17:02:09
2022-03-01,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4597.86,4623.43,4583.92,4619.69,38.04,0.83,12313.92,2604.31,300.0,13.99,2024-10-20 17:02:09
2022-03-02,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4594.02,4594.02,4558.44,4578.6,-41.09,-0.89,11329.83,2153.0,300.0,13.89,2024-10-20 17:02:09
2022-03-03,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4595.02,4599.4,4544.43,4551.63,-26.97,-0.59,13828.59,2427.02,300.0,13.83,2024-10-20 17:02:09
2022-03-04,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4513.36,4539.39,4481.49,4496.43,-55.2,-1.21,12726.68,2499.7,300.0,13.67,2024-10-20 17:02:09
2022-03-07,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4462.52,4462.52,4338.3,4352.78,-143.65,-3.19,16219.77,3068.99,300.0,13.28,2024-10-20 17:02:09
2022-03-08,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4361.64,4383.65,4252.54,4265.39,-87.39,-2.01,16786.33,3151.77,300.0,13.03,2024-10-20 17:02:09
2022-03-09,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4280.98,4304.48,4068.19,4226.35,-39.04,-0.92,19423.29,3410.09,300.0,12.9,2024-10-20 17:02:09
2022-03-10,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4326.2,4335.67,4288.51,4292.84,66.49,1.57,14526.64,3016.36,300.0,13.08,2024-10-20 17:02:09
2022-03-11,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4231.2,4316.04,4176.45,4306.52,13.68,0.32,15239.99,2950.09,300.0,13.12,2024-10-20 17:02:09
2022-03-14,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4248.15,4280.36,4174.76,4174.76,-131.76,-3.06,13018.72,2606.92,300.0,12.75,2024-10-20 17:02:09
2022-03-15,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4125.49,4163.42,3983.81,3983.81,-190.95,-4.57,20252.47,3469.89,300.0,12.18,2024-10-20 17:02:09
2022-03-16,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4053.1,4168.59,3942.86,4156.08,172.27,4.32,19602.2,3788.84,300.0,12.64,2024-10-20 17:02:09
2022-03-17,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4237.67,4302.74,4217.8,4237.7,81.61,1.96,17940.73,3850.39,300.0,12.86,2024-10-20 17:02:09
2022-03-18,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4218.47,4283.37,4194.94,4265.9,28.21,0.67,14945.83,2757.91,300.0,12.95,2024-10-20 17:02:09
2022-03-21,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4280.14,4287.82,4223.02,4258.75,-7.16,-0.17,12703.64,2512.15,300.0,12.92,2024-10-20 17:02:09
2022-03-22,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4252.57,4283.33,4236.69,4255.3,-3.45,-0.08,12638.25,2262.14,300.0,12.93,2024-10-20 17:02:09
2022-03-23,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4269.61,4287.58,4241.96,4276.52,21.22,0.5,11708.91,2263.91,300.0,12.98,2024-10-20 17:02:09
2022-03-24,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4249.53,4273.96,4216.85,4251.31,-25.21,-0.59,10891.83,2195.94,300.0,12.91,2024-10-20 17:02:09
2022-03-25,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4249.07,4254.84,4173.93,4174.57,-76.73,-1.8,10880.8,2170.13,300.0,12.71,2024-10-20 17:02:09
2022-03-28,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4128.84,4174.12,4091.3,4148.47,-26.11,-0.63,11844.9,2134.69,300.0,12.67,2024-10-20 17:02:09
2022-03-29,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4155.42,4177.21,4124.72,4134.14,-14.32,-0.35,10026.7,1994.64,300.0,12.64,2024-10-20 17:02:09
2022-03-30,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4162.17,4254.1,4160.74,4254.1,119.95,2.9,13834.6,2688.69,300.0,12.96,2024-10-20 17:02:09
2022-03-31,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4234.72,4247.36,4214.54,4222.6,-31.5,-0.74,13402.92,2388.77,300.0,12.9,2024-10-20 17:02:09
2022-04-01,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4198.82,4290.67,4190.08,4276.16,53.56,1.27,13380.31,2447.59,300.0,13.05,2024-10-20 17:02:09
2022-04-06,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4258.83,4277.52,4236.73,4263.84,-12.32,-0.29,15906.22,2536.91,300.0,13.04,2024-10-20 17:02:09
2022-04-07,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4240.02,4278.11,4205.74,4209.1,-54.74,-1.28,13488.04,2169.96,300.0,12.89,2024-10-20 17:02:09
2022-04-08,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4213.21,4237.81,4175.53,4230.77,21.67,0.51,14284.38,2290.82,300.0,12.96,2024-10-20 17:02:09
2022-04-11,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4203.79,4203.79,4089.09,4100.07,-130.7,-3.09,14819.71,2652.25,300.0,12.61,2024-10-20 17:02:09
2022-04-12,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4102.97,4179.97,4075.8,4179.97,79.9,1.95,14428.57,2528.3,300.0,12.82,2024-10-20 17:02:09
2022-04-13,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4154.41,4194.04,4139.74,4139.74,-40.24,-0.96,12509.75,2212.81,300.0,12.73,2024-10-20 17:02:09
2022-04-14,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4172.64,4217.06,4155.55,4191.57,51.83,1.25,12479.13,2459.94,300.0,12.88,2024-10-20 17:02:09
2022-04-15,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4162.37,4211.32,4152.97,4188.75,-2.82,-0.07,12476.23,2262.3,300.0,12.87,2024-10-20 17:02:09
2022-04-18,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4152.93,4171.74,4119.99,4166.38,-22.36,-0.53,11750.46,2128.55,300.0,12.78,2024-10-20 17:02:09
2022-04-19,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4161.93,4186.94,4115.42,4134.9,-31.48,-0.76,11021.75,2085.71,300.0,12.72,2024-10-20 17:02:09
2022-04-20,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4130.54,4136.17,4060.5,4070.79,-64.11,-1.55,11733.17,2165.37,300.0,12.53,2024-10-20 17:02:09
2022-04-21,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4048.73,4086.44,3978.37,3995.83,-74.96,-1.84,13278.38,2270.27,300.0,12.32,2024-10-20 17:02:09
2022-04-22,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3967.2,4037.08,3953.72,4013.25,17.42,0.44,12210.18,2063.72,300.0,12.38,2024-10-20 17:02:09
2022-04-25,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3933.45,3958.21,3814.91,3814.91,-198.34,-4.94,16836.45,2728.89,300.0,11.83,2024-10-20 17:02:09
2022-04-26,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3822.49,3871.85,3773.9,3784.12,-30.79,-0.81,15757.76,2596.26,300.0,11.75,2024-10-20 17:02:09
2022-04-27,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3758.08,3895.73,3757.09,3895.54,111.42,2.94,17273.4,2969.24,300.0,12.03,2024-10-20 17:02:09
2022-04-28,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3883.42,3943.43,3873.58,3921.11,25.57,0.66,15305.66,2685.02,300.0,12.13,2024-10-20 17:02:09
2022-04-29,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3939.62,4017.43,3898.57,4016.24,95.13,2.43,17945.84,3214.15,300.0,12.39,2024-10-20 17:02:09
2022-05-05,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3995.35,4039.7,3988.93,4010.21,-6.03,-0.15,15417.07,2905.38,300.0,12.16,2024-10-20 17:02:09
2022-05-06,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3928.85,3947.24,3902.05,3908.82,-101.4,-2.53,12300.56,2148.25,300.0,11.88,2024-10-20 17:02:09
2022-05-09,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3883.95,3914.11,3854.94,3877.44,-31.38,-0.8,9293.67,1717.57,300.0,11.8,2024-10-20 17:02:09
2022-05-10,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3820.63,3932.68,3808.57,3919.87,42.43,1.09,13641.69,2390.6,300.0,11.9,2024-10-20 17:02:09
2022-05-11,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3917.93,4033.3,3916.52,3976.42,56.55,1.44,16563.23,3092.95,300.0,12.04,2024-10-20 17:02:09
2022-05-12,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3949.95,3985.93,3935.59,3958.74,-17.68,-0.44,11337.61,2020.29,300.0,12.0,2024-10-20 17:02:09
2022-05-13,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3983.82,4003.85,3957.14,3988.6,29.86,0.75,10996.84,1957.27,300.0,12.1,2024-10-20 17:02:09
2022-05-16,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.0,4018.03,3947.75,3956.54,-32.06,-0.8,11242.53,1997.18,300.0,12.0,2024-10-20 17:02:09
2022-05-17,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3961.76,4005.89,3955.1,4005.89,49.36,1.25,10966.15,2101.18,300.0,12.13,2024-10-20 17:02:09
2022-05-18,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.01,4017.34,3964.75,3991.91,-13.99,-0.35,10807.42,2018.01,300.0,12.08,2024-10-20 17:02:09
2022-05-19,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3938.3,3999.6,3933.75,3999.6,7.69,0.19,11629.34,2102.07,300.0,12.1,2024-10-20 17:02:09
2022-05-20,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4020.82,4077.6,4020.82,4077.6,78.0,1.95,14706.92,2656.09,300.0,12.32,2024-10-20 17:02:09
2022-05-23,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4080.97,4080.97,4029.08,4053.98,-23.62,-0.58,13047.78,2259.82,300.0,12.26,2024-10-20 17:02:09
