日期,OPEN,CLOSE,HIGH,LOW,VOLUME,AMT,TURN,CHG,PCT_CHG,FREE_FLOAT_SHARES
2015-02-27,3846.5232,3871.5947,3880.0397,3844.0762,47787177944.0,605225121950.0,1.4783,25.663800000000265,0.66729748,1263535784702.0
2015-03-02,3902.9776,3932.8695,3932.8695,3878.7774,58399458852.0,774237177134.0,1.8065,61.274799999999686,1.582676,1264670830004.0
2015-03-03,3916.62,3870.0943,3925.1194,3867.3596,63081156113.0,823417550717.0,1.951,-62.775199999999586,-1.59616789,1264741720442.0
2015-03-04,3873.4708,3917.5815,3917.5815,3870.5063,50831443282.0,674833635319.0,1.5707,47.487199999999575,1.22702953,1266845905435.0
2015-03-05,3909.4318,3905.6206,3915.2346,3879.6278,54075795607.00001,719443862701.0,1.6718,-11.960899999999583,-0.30531337,1266898509821.0
2015-03-06,3910.0346,3870.7088,3921.6148,3866.1777,48140063117.0,634629870178.0,1.4875,-34.91180000000031,-0.89388611,1267322334758.0
2015-03-09,3847.5363,3934.1506,3935.53,3821.7855,50332510151.0,639101819899.0,1.5532,63.44180000000006,1.63902281,1268033139808.0
2015-03-10,3927.4734,3951.9327,3974.7714,3923.2898,47803236488.0,635272897485.0,1.4739,17.7820999999999,0.45199337,1270945751037.0
2015-03-11,3955.2217,3953.2344,3980.1848,3940.0418,47345046900.0,628105660718.0,1.4548,1.3016999999999825,0.03293831,1271497340230.0
2015-03-12,3974.5134,3984.9179,3987.1457,3963.0983,55469363987.0,721565885835.0,1.6965,31.683500000000095,0.80145766,1272330964434.0
2015-03-13,3995.859,4029.4995,4029.5456,3995.5326,50665478330.0,660798358778.0,1.5487,44.58159999999998,1.11875831,1278540905517.0
2015-03-16,4057.9063,4148.2057,4148.221,4051.2577,65189857723.0,897148932674.0,1.9916,118.70620000000054,2.94592914,1278895811797.0
2015-03-17,4175.8392,4209.012,4217.9801,4157.0389,83451963299.0,1098024003323.9999,2.549,60.80629999999928,1.46584582,1279195951056.0
2015-03-18,4217.4295,4301.6797,4301.6797,4209.7943,86576386031.0,1103088839078.0,2.6438,92.66769999999997,2.2016497,1279552279588.0
2015-03-19,4305.1907,4315.8887,4321.8917,4272.4554,84783530842.0,1087501818016.0,2.5861,14.209000000000742,0.33031283,1279196866509.0
2015-03-20,4324.7447,4373.4976,4380.0167,4316.5246,81332534669.0,1145776977371.0,2.4799,57.60889999999927,1.33480968,1280875686800.0
2015-03-23,4404.6252,4481.9475,4481.9479,4404.6252,85726114392.0,1206751644651.0,2.6127,108.44990000000053,2.4797064,1280473559346.0
2015-03-24,4495.9873,4501.8857,4509.4161,4361.5299,102859757350.0,1415307444698.0,3.1346,19.938199999999597,0.44485572,1280658240061.0
2015-03-25,4497.025,4511.0926,4541.8254,4468.0645,85368831233.0,1236360989314.0,2.6014,9.206900000000132,0.20451208,1281134949738.0
2015-03-26,4489.7735,4485.816,4545.3734,4443.8143,79488281166.0,1179522369975.0,2.4203,-25.276600000000144,-0.56032102,1283698851340.0
2015-03-27,4486.7506,4525.8519,4538.8584,4470.8226,64462654402.0,931257840321.0,1.9627,40.035899999999856,0.89249983,1284126245393.0
2015-03-30,4546.5233,4611.4025,4621.6636,4546.5233,86122656532.0,1198243091428.0,2.6183,85.55060000000049,1.89026512,1285032751151.0
2015-03-31,4650.6087,4598.7378,4665.7436,4585.2252,87789662420.0,1274039452684.0,2.6694,-12.664700000000266,-0.27463879,1285810893433.0
2015-04-01,4604.2161,4705.2927,4715.9047,4600.8349,73405879913.0,1109216027610.0,2.2308,106.55490000000009,2.31704665,1286622506971.0
2015-04-02,4734.9462,4763.5682,4763.5682,4689.4311,79965319301.0,1214342812421.0,2.4301,58.27549999999974,1.23850956,1286762769532.0
2015-04-03,4742.095,4842.6024,4842.6024,4723.9212,79774227095.0,1237093160378.0,2.424,79.03420000000006,1.65913863,1286988918116.0
2015-04-07,4884.2108,4957.6867,4957.6867,4879.1683,91340733063.0,1384880177598.0,2.775,115.08430000000044,2.37649698,1287594320304.0
2015-04-08,4979.8269,4956.1206,4989.0945,4845.5148,97774419893.0,1523869509255.0,2.9689,-1.5661000000000058,-0.03158933,1288812817136.0
2015-04-09,4970.3313,4914.0293,4970.7955,4790.8429,92889127661.0,1464058874430.0,2.82,-42.09130000000005,-0.84927917,1289642439015.0
2015-04-10,4896.3636,5036.9822,5043.6696,4872.3172,77563064523.0,1231274592163.0,2.3537,122.95290000000023,2.5020791,1291000168040.0
2015-04-13,5080.7737,5141.9369,5153.9708,5052.4941,92136356044.0,1419221523304.0,2.7924,104.95469999999932,2.08368217,1293968873426.0
2015-04-14,5150.4957,5152.3342,5199.755,5094.818,92816760435.0,1422476831203.0,2.8127,10.397300000000541,0.2022059,1294632940177.0
2015-04-15,5143.7353,5009.2,5143.812,5005.7765,91986075331.0,1327812442588.0,2.7774,-143.13420000000042,-2.77804573,1306614026919.0
2015-04-16,4957.906,5119.334,5144.1176,4919.5964,80716870185.0,1190764520954.0,2.4355,110.13400000000001,2.19863451,1308055973416.0
2015-04-17,5180.8003,5186.3157,5219.2227,5146.5594,103223160668.0,1501449799417.0,3.1129,66.98170000000027,1.30840652,1308884754962.0
2015-04-20,5190.72,5087.8646,5245.3499,5060.7158,122323275408.99998,1772150681964.0,3.6887,-98.45110000000022,-1.89828591,1309603074654.0
2015-04-21,5091.1079,5249.3031,5249.3035,5087.6146,94140149160.0,1409506644276.0,2.837,161.4385000000002,3.17301093,1309891459410.0
2015-04-22,5284.58,5403.9609,5404.1127,5284.58,104163562270.0,1626718622450.0,3.138,154.65779999999995,2.94625395,1306233684891.0
2015-04-23,5433.3194,5438.7748,5477.1611,5371.0748,104353046460.0,1648972203361.0,3.1429,34.8139000000001,0.64422931,1307055769625.0
2015-04-24,5371.662,5419.9956,5443.1888,5316.3974,97925930377.0,1555142997583.0,2.9448,-18.779199999999946,-0.34528365,1309979653156.0
2015-04-27,5476.6848,5508.8168,5532.0454,5436.7795,101345701856.0,1609521366659.0,3.0449,88.82119999999941,1.63876886,1311364823084.0
2015-04-28,5516.185,5384.3032,5521.0785,5333.2727,109892994429.0,1672857332529.0,3.2995,-124.51359999999931,-2.26026032,1312832683350.0
2015-04-29,5365.0893,5467.9976,5483.9951,5338.0265,78999509230.0,1277381071551.0,2.3693,83.6943999999994,1.55441469,1315575259278.0
2015-04-30,5489.4085,5470.8308,5540.0673,5470.8287,80017096996.0,1318925227174.0,2.3969,2.8332000000000335,0.05181421,1317541551282.0
2015-05-04,5482.8705,5519.1104,5526.5831,5414.9286,75529264126.0,1214561729057.0,2.2613,48.279599999999846,0.88249119,1318395376948.0
2015-05-05,5518.6177,5314.8886,5519.2899,5287.0031,87045991818.0,1339481614953.0,2.6047,-204.22179999999935,-3.70026662,1319450934772.0
2015-05-06,5340.1361,5263.152,5440.6845,5216.4646,74562115047.0,1231502727583.0,2.2301,-51.73660000000018,-0.97342774,1320108199977.0
2015-05-07,5230.7626,5154.8992,5257.25,5149.1187,61787439641.99999,965016001780.0,1.8468,-108.2528000000002,-2.0568055,1322021742822.0
2015-05-08,5214.7153,5329.7916,5329.7922,5186.0041,64913313078.0,1070688209621.0,1.9381,174.89239999999972,3.39274141,1324404729445.0
2015-05-11,5382.9302,5550.3613,5550.5405,5340.2129,80275881334.0,1381401691058.0,2.3953,220.5697,4.1384301,1328112748515.0
2015-05-12,5574.9274,5665.1394,5665.2319,5543.32,85255566752.0,1511523080819.0,2.5405,114.77810000000045,2.06793925,1330664995854.0
2015-05-13,5650.0613,5675.7465,5731.9693,5603.6607,85438808499.0,1509973710285.0,2.5417,10.607100000000173,0.18723458,1333342387434.0
2015-05-14,5681.8082,5684.1059,5715.6218,5630.8447,78322386055.0,1363761602809.0,2.3277,8.359399999999368,0.14728283,1337316211590.0
2015-05-15,5668.2759,5621.2568,5682.4056,5555.386,74606077945.0,1302417177441.0,2.2083,-62.84909999999945,-1.10569896,1349815017789.0
2015-05-18,5600.3519,5676.6924,5711.6807,5585.8287,67077044990.0,1226869119102.0,1.985,55.435599999999795,0.98617804,1350720462194.0
2015-05-19,5698.1816,5856.844,5862.0901,5698.0512,75074386886.0,1389572332703.0,2.2206,180.15160000000014,3.17353112,1352164808818.0
2015-05-20,5909.167,5945.2356,6050.1789,5908.7402,88966817414.0,1618431240035.0,2.6388,88.39159999999993,1.50920188,1350098814833.9998
2015-05-21,5975.3145,6125.0601,6125.2073,5965.5922,81681673362.0,1518461397343.0,2.4209,179.82449999999972,3.02468249,1351420149454.9998
2015-05-22,6217.6801,6248.2252,6251.9407,6114.8123,108713977569.0,1956140975103.0,3.218,123.16510000000017,2.01083904,1353884286586.0
2015-05-25,6215.1392,6420.5665,6420.6157,6192.0545,110081390756.0,1988647928471.0,3.2564,172.34130000000005,2.75824405,1356917434276.0
2015-05-26,6475.7529,6626.8028,6627.0309,6419.766,114816715179.0,2108386389432.0,3.3938,206.23630000000048,3.21211999,1359707606377.0
2015-05-27,6666.6135,6680.9892,6709.9686,6523.7847,112251863201.0,2104138392526.0,3.3147,54.186399999999594,0.81768542,1361993765731.0
2015-05-28,6680.2761,6240.9392,6770.4474,6235.7234,130045000000.0,2357610000000.0,3.8362,-440.0500000000002,-6.58659948,1365146225434.0
2015-05-29,6227.9923,6293.9139,6416.4216,6006.5648,101982203525.0,1852509065646.0,2.9987,52.97469999999976,0.84882577,1373656993089.9998
2015-06-01,6345.7137,6639.3315,6639.357,6333.3672,95469106804.0,1760964301869.0,2.8044,345.4176000000007,5.48812083,1376832371184.0
2015-06-02,6685.7305,6851.7341,6851.7341,6642.1474,101666430336.0,1925542647385.0,2.9836,212.40259999999944,3.19915642,1378533160191.0
2015-06-03,6894.7881,6871.8148,6920.7572,6699.0486,101557692576.0,1972993929040.0,2.9753,20.080700000000434,0.29307471,1380997627076.0
2015-06-04,6880.3859,6880.2018,6905.9297,6424.4401,107246810297.0,1982114542178.0,3.1302,8.386999999999716,0.12204927,1386223552767.0
2015-06-05,6988.9954,6975.5004,7041.246,6810.0045,118907476677.0,2196044983587.0,3.5373,95.29860000000008,1.38511344,1388264217081.0
2015-06-08,6993.2995,6981.6123,7004.5639,6837.2074,127195443510.99998,2259308518921.0,3.7065,6.111899999999878,0.08761952,1390639827799.0002
2015-06-09,6982.148,6962.6832,7025.4836,6860.5618,107460159475.0,1931118242664.0,3.13,-18.92909999999938,-0.27112792,1392028710228.0
2015-06-10,6899.8904,7049.3456,7131.6072,6835.3776,95353813456.0,1815004135695.0,2.7708,86.66239999999925,1.24466958,1399327924268.0002
2015-06-11,7052.6467,7132.1322,7132.2844,7007.6802,91318820267.0,1794200496511.0,2.6497,82.78660000000036,1.17438702,1402512167755.0
2015-06-12,7171.1655,7224.2644,7257.7947,7137.1956,100828905489.0,1962575228871.0,2.9221,92.13220000000001,1.29179041,1405315733446.0
2015-06-15,7252.406,7067.8356,7255.748,7049.0644,104185774907.0,1992975991186.0,3.0169,-156.42879999999968,-2.16532496,1407473370487.0
2015-06-16,6977.0671,6788.3894,6984.8607,6718.6808,90138589435.0,1698573733471.0,2.6089,-279.4462000000003,-3.95377334,1408741651841.0
2015-06-17,6783.9254,6922.5986,6945.53,6570.9941,84678003396.0,1534113718041.0,2.4487,134.20920000000024,1.97704039,1410430952073.0
2015-06-18,6900.4665,6645.5906,6938.9595,6638.5396,79444329684.0,1459248768934.0,2.2961,-277.0079999999998,-4.00150313,1411682265021.0
2015-06-19,6487.0427,6180.0311,6566.2924,6177.3692,73940440227.0,1284149570248.0,2.1341,-465.5595000000003,-7.00553988,1414828242648.0
2015-06-23,6167.171,6286.6925,6286.9091,5812.3552,76347337377.0,1295696632923.0,2.2033,106.66139999999996,1.72590394,1415031532164.0
2015-06-24,6344.1046,6437.5464,6437.5464,6230.2355,87280424355.0,1488227599601.0,2.5173,150.85390000000007,2.39957498,1416298164897.0
2015-06-25,6468.1009,6178.1612,6480.9646,6101.9085,90225413553.0,1548001861044.0,2.6014,-259.3852000000006,-4.02925562,1417465719172.9998
2015-06-26,5962.5131,5633.918,5995.5043,5589.9827,85614452012.0,1339974385954.0,2.464,-544.2431999999999,-8.80914535,1422337563629.0
2015-06-29,5768.8289,5301.2064,5772.282,5135.1996,102889907493.0,1532465200572.0,2.9586,-332.71159999999963,-5.90551016,1423792725991.0
2015-06-30,5182.0697,5631.7365,5636.6323,4946.4041,110482385277.0,1659935047584.0,3.1746,330.53009999999995,6.23499775,1424379258261.0
2015-07-01,5552.1967,5295.6058,5745.077,5275.0107,94476085289.0,1527002003867.0,2.7138,-336.1306999999997,-5.968509,1425124606891.0
2015-07-02,5287.7183,4975.3161,5319.1054,4888.812,90364948480.0,1285931576179.0,2.5947,-320.28970000000027,-6.04821643,1425712771712.0
2015-07-03,4782.8723,4635.2585,5036.431,4537.726,85962294858.0,1150190512948.0,2.465,-340.0576000000001,-6.83489437,1428315844309.0
2015-07-06,5054.2297,4588.1708,5054.2297,4402.884,122313590578.0,1549440534218.0,3.5045,-47.08770000000004,-1.0158592,1429345795685.0
2015-07-07,4383.4309,4349.6699,4447.8195,4219.9732,92386117922.0,1075601942835.0,2.6464,-238.5009,-5.19816961,1429836391056.0
2015-07-08,3954.3649,4015.7182,4104.0199,3919.5713,98594381597.0,1112244160911.0,2.8235,-333.9517000000001,-7.67763319,1430451911336.0
2015-07-09,3908.9985,4362.9793,4393.2454,3855.4197,86074629288.0,948295721735.0,2.4632,347.26110000000017,8.64754653,1431320539608.0
2015-07-10,4457.5149,4697.1833,4762.4216,4437.1891,74303695464.0,926146434952.0,2.1239,334.2039999999997,7.65999509,1432814186573.0
2015-07-13,4845.6843,4954.8411,5006.7563,4776.8884,87362721351.0,1171464822256.0,2.4978,257.65779999999995,5.48536822,1431557267500.9998
2015-07-14,5015.6951,4974.9568,5153.7865,4906.1617,95269731245.0,1319548640770.0,2.7237,20.115700000000288,0.40598073,1431617806191.0
2015-07-15,4954.7572,4711.8463,4976.7949,4658.757,94308264936.0,1242081310986.0,2.6964,-263.1104999999998,-5.28869919,1431932713759.9998
2015-07-16,4615.1991,4778.077,4892.5768,4481.2861,81377834437.0,1074878372163.0001,2.3249,66.23070000000007,1.40562098,1432853679347.0
2015-07-17,4814.4453,5054.5184,5100.44,4802.2396,78611626476.0,1098129297171.9999,2.2429,276.4413999999997,5.78562045,1435358973858.0
2015-07-20,5082.2973,5134.0461,5218.3984,5017.4889,89502048783.0,1317522625633.0,2.5516,79.52769999999964,1.57339817,1437070689810.0
2015-07-21,5067.3186,5204.1691,5251.8696,5015.7458,81491653841.0,1204776034134.0,2.323,70.1230000000005,1.36584282,1437695986759.0002
2015-07-22,5196.981,5248.824,5273.0963,5111.0883,85350889591.0,1281569435742.0,2.4325,44.65489999999954,0.85806013,1438060888734.0
2015-07-23,5257.2114,5420.5878,5438.4086,5235.1368,92806613013.0,1395139277833.0,2.6447,171.76380000000063,3.27242445,1438648820544.0
2015-07-24,5435.5817,5330.2106,5522.5209,5284.3191,102603859270.0,1585722993937.0,2.923,-90.3771999999999,-1.6672952,1438774316360.0
2015-07-27,5203.0496,4844.7753,5350.4648,4842.9993,91776153923.0,1387292626050.0,2.6143,-485.4353000000001,-9.10724428,1438693044705.0
2015-07-28,4592.9569,4734.7838,4913.8156,4495.7669,93455980158.0,1301999401262.0,2.6578,-109.99150000000009,-2.27031169,1443728036889.0
2015-07-29,4802.2141,4962.1658,4963.4159,4631.7889,72863649893.0,1079170979730.0,2.072,227.3819999999996,4.80237345,1443820370096.0002
2015-07-30,4936.1922,4799.3298,5051.2711,4776.858,75555523694.0,1155459796462.0,2.1486,-162.83599999999933,-3.28155097,1443840716496.0
2015-07-31,4719.0912,4743.5066,4855.7282,4672.8573,58475311804.99999,877128631582.0,1.6626,-55.823200000000725,-1.16314574,1443898758064.0
2015-08-03,4661.4805,4626.3626,4716.7469,4527.9493,60595038033.00001,847184985526.0,1.7228,-117.14399999999932,-2.46956545,1444144695731.9998
2015-08-04,4625.7481,4875.064,4875.064,4602.879,62285868491.99999,905380239674.0,1.7709,248.70139999999992,5.37574379,1444068807535.0002
2015-08-05,4867.8593,4799.8174,4939.1792,4760.7477,63621679703.0,959200049946.0,1.8085,-75.2466000000004,-1.54349974,1444633411399.9998
2015-08-06,4685.366,4763.1945,4835.894,4668.8949,47541478467.0,706513582899.0,1.3512,-36.6229000000003,-0.76300611,1444772037574.0
2015-08-07,4815.8319,4917.9309,4927.7039,4808.0234,59116409030.99999,893337066601.0,1.7061,154.73640000000069,3.24858454,1444811612168.0
2015-08-10,4983.4185,5197.4941,5226.5946,4964.7559,81815763929.0,1225939831993.0,2.3239,279.5631999999996,5.6845695,1445429264777.0
2015-08-11,5201.8835,5211.5926,5286.8652,5162.4891,88875340109.0,1334052247988.0,2.5244,14.098500000000058,0.27125572,1445665517618.0
2015-08-12,5150.2892,5134.7812,5243.3858,5133.3123,72590377282.0,1102373363234.0,2.06,-76.8113999999996,-1.47385657,1446879931346.0002
2015-08-13,5110.1666,5263.6992,5263.6992,5062.4954,71539883591.0,1075208706668.9999,2.0298,128.91799999999967,2.51068147,1446878488208.0
2015-08-14,5306.4916,5294.4142,5357.214,5254.1732,79309918879.0,1220271935917.0,2.2498,30.715000000000146,0.58352499,1447078552084.0
2015-08-17,5273.2727,5359.8336,5362.6366,5219.5901,78577497657.0,1185690778640.0,2.2291,65.41939999999977,1.23563056,1446629865463.0
2015-08-18,5370.7547,4935.0459,5382.2913,4920.7628,93057921162.0,1388203640771.0,2.6391,-424.78769999999986,-7.9253897,1447620071184.0
2015-08-19,4765.2753,5051.6627,5081.7793,4638.5267,80521635804.0,1145277807352.0,2.2833,116.61679999999978,2.36303375,1449770529321.0
2015-08-20,4992.2806,4858.8353,5069.3462,4858.8353,67256889717.99999,981173809924.0,1.906,-192.82740000000013,-3.81710758,1452389671392.0
2015-08-21,4761.0173,4571.8944,4832.263,4556.4174,62840009411.0,868215439458.0,1.7806,-286.9408999999996,-5.90554901,1451919098745.0
2015-08-24,4341.1142,4128.3529,4365.4434,4121.1155,52610594666.0,630222515374.0,1.4878,-443.54150000000027,-9.70148173,1452367316094.0
2015-08-25,3789.222,3767.892,3940.6774,3749.0729,56817180754.0,644963838833.0,1.6068,-360.46090000000004,-8.73134901,1452336785372.0
2015-08-26,3770.0207,3655.7211,3944.1324,3576.5942,79076913644.0,892502660429.0,2.2353,-112.17089999999962,-2.97702004,1452840144676.0
2015-08-27,3740.1828,3858.3369,3858.3369,3597.9236,67048535680.99999,764263127439.0,1.895,202.61579999999958,5.54243047,1457067085625.9998
2015-08-28,3922.8197,4104.6349,4109.7814,3892.1754,75710760456.0,898390354380.0,2.1394,246.29800000000023,6.38352758,1456805575310.0
2015-08-31,4062.4458,4015.5468,4062.4458,3921.2086,66279763933.00001,795625731265.0,1.871,-89.08809999999994,-2.1704269,1458420217342.0
2015-09-01,3936.1173,3851.2126,3936.1173,3745.3536,67734453500.0,724820841131.0,1.9113,-164.33420000000024,-4.09244888,1459621232873.0
2015-09-02,3638.6506,3781.3288,3914.302,3631.3968,69588252970.0,747963136188.0,1.9635,-69.88380000000006,-1.81459211,1459637375507.0
2015-09-07,3800.6335,3737.9917,3919.0215,3709.5398,52380731477.0,601952661729.0,1.4766,-43.33709999999974,-1.14608124,1460564371917.0
2015-09-08,3702.1002,3898.5718,3906.0564,3649.9714,45449569352.0,523390624248.0,1.2812,160.58010000000013,4.29589236,1460477529907.0
2015-09-09,3923.5819,4030.5192,4060.2308,3906.1935,68540550153.0,843713528087.0,1.9318,131.94740000000002,3.38450609,1461099509251.9998
2015-09-10,3953.8395,3963.5204,4038.1703,3936.186,49737802804.0,609913312709.0,1.4007,-66.9988000000003,-1.66228708,1462395014763.0
2015-09-11,3951.3347,3983.5079,4016.1888,3920.8156,41394520323.0,515338719362.0,1.1649,19.987500000000182,0.50428654,1463241798406.0002
2015-09-14,4010.5496,3766.1446,4022.8208,3695.4552,58572236779.0,679972628662.0,1.6473,-217.36329999999998,-5.45658012,1464979444357.0
2015-09-15,3646.4061,3556.587,3716.4992,3538.9135,44630133676.0,476981742467.0,1.2549,-209.5576000000001,-5.56424732,1465359853355.0
2015-09-16,3559.7131,3806.5007,3838.1527,3543.7618,51083517246.0,565916793391.0,1.4361,249.91370000000006,7.02678439,1465750496646.0002
2015-09-17,3787.8465,3721.237,3907.3285,3721.237,58994964126.0,697190672515.0,1.6568,-85.26369999999997,-2.23994967,1467760058366.0
2015-09-18,3747.5319,3763.1659,3791.3169,3705.1218,39579890102.0,471857619902.0,1.1109,41.928899999999885,1.12674629,1469221924427.9998
2015-09-21,3713.7189,3887.1021,3889.9531,3698.9031,46594827268.0,572501695453.0,1.3065,123.9362000000001,3.2934025,1470997429681.0
2015-09-22,3895.2212,3922.8834,3970.9918,3874.1457,53763995292.99999,671888011682.0,1.5071,35.7813000000001,0.92051351,1471701155518.0002
2015-09-23,3847.2232,3851.4532,3910.0265,3817.4667,46705834355.0,578396199244.0,1.307,-71.43020000000024,-1.82085963,1475362156428.0
2015-09-24,3870.4553,3900.541,3915.4183,3846.4079,43338270650.0,549827527131.0,1.2094,49.08780000000024,1.27452672,1480484474738.0
2015-09-25,3879.1956,3779.7617,3907.8593,3744.4973,46203992841.0,561072154131.0,1.2875,-120.77930000000015,-3.09647559,1484344425531.0
2015-09-28,3777.3907,3839.4274,3841.2099,3717.7526,32015061439.999996,403961006486.0,0.8917,59.665700000000015,1.57855719,1485466163072.0002
2015-09-29,3767.8224,3758.1244,3807.547,3727.2436,33692055694.0,420371087880.0,0.9378,-81.30299999999988,-2.11758139,1486648325480.0
2015-09-30,3778.9862,3777.8516,3805.9786,3743.9619,29570443149.0,370713158634.0,0.8219,19.72719999999981,0.52492142,1489268298725.0
2015-10-08,3928.8516,3934.5299,3974.4229,3896.1142,46357498408.0,586627705546.0,1.2882,156.67830000000004,4.14728572,1490024718025.0
2015-10-09,3935.4253,4000.7162,4018.4445,3924.5004,47563289835.0,595745087022.0,1.3208,66.18629999999985,1.6821908,1490480229108.0
2015-10-12,4022.1844,4176.7736,4223.3839,4019.2716,72519183345.0,923592367560.0,2.0109,176.0574000000006,4.40064706,1491864382509.9998
2015-10-13,4139.4939,4210.5675,4220.9497,4125.8451,59082808814.0,765408161150.0,1.6375,33.79389999999967,0.80909102,1493217002049.0
2015-10-14,4190.069,4153.5132,4232.6319,4145.8651,58998649380.99999,768325277495.0,1.6311,-57.054299999999785,-1.35502637,1494814680136.0
2015-10-15,4137.3416,4291.0238,4291.0238,4137.206,62322657959.0,824817917570.0,1.7228,137.5105999999996,3.31070574,1495158978626.9998
2015-10-16,4324.6306,4365.8373,4369.3711,4271.2456,75080437381.0,993022109858.0,2.072,74.8135000000002,1.74348835,1499206011170.0002
