日期,OPEN,CLOSE,HIGH,LOW,VOLUME,AMT,TURN,CHG,PCT_CHG
2015-01-05,5458.766,5581.428,5619.39,5457.845,40987059191.0,390017433948.80005,2.0212,185.2470000000003,3.43292784
2015-01-06,5533.884,5547.583,5651.107,5468.904,37510525543.0,361279567209.3,1.8405,-33.845000000000255,-0.60638604
2015-01-07,5510.114,5550.142,5580.728,5470.881,27351846002.0,269374922894.1,1.3407,2.5590000000001965,0.0461282
2015-01-08,5562.232,5399.764,5570.665,5390.999,26058571536.0,250877461608.59998,1.2773,-150.3779999999997,-2.70944419
2015-01-09,5378.863,5389.723,5611.542,5361.914,30625692660.000004,307927060747.69995,1.5009,-10.041000000000167,-0.18595257
2015-01-12,5356.491,5294.594,5383.029,5225.035,23191468511.0,236345436153.6,1.1366,-95.1289999999999,-1.76500722
2015-01-13,5279.231,5292.653,5344.12,5261.153,14892268800.0,156817948912.4,0.7298,-1.9409999999998035,-0.03666003
2015-01-14,5308.319,5280.79,5361.077,5235.486,16747433015.0,164584611602.3,0.8207,-11.863000000000284,-0.2241409
2015-01-15,5278.819,5463.724,5463.724,5251.852,20468894307.0,213974594543.6,1.0015,182.9340000000002,3.46414078
2015-01-16,5482.678,5500.022,5543.611,5449.741,23794433336.0,246659094775.7,1.1642,36.297999999999774,0.66434542
2015-01-19,5148.281,5026.941,5277.16,4998.551,29007723070.0,261095838362.0,1.4193,-473.08100000000013,-8.60143832
2015-01-20,5021.148,5101.386,5138.468,4993.343,23927090253.0,245420324719.5,1.1696,74.44500000000062,1.4809205
2015-01-21,5132.012,5342.926,5361.337,5106.928,28233983942.0,284999107343.10004,1.3802,241.53999999999996,4.73479168
2015-01-22,5338.263,5350.78,5368.206,5286.426,21724684701.0,216740197005.2,1.0619,7.85399999999936,0.14699811
2015-01-23,5370.521,5362.189,5445.213,5328.958,22485082684.0,225305147887.5,1.0991,11.40900000000056,0.21322125
2015-01-26,5360.658,5390.485,5391.235,5309.149,18665275310.0,185232089876.19998,0.9124,28.295999999999367,0.52769494
2015-01-27,5398.599,5328.794,5400.957,5232.717,23878342897.0,235224171776.6,1.1672,-61.6909999999998,-1.14444248
2015-01-28,5284.519,5265.668,5341.536,5246.663,18557982835.0,183955294770.5,0.9062,-63.126000000000204,-1.18462076
2015-01-29,5192.262,5202.218,5241.103,5166.745,17987825833.0,167905588880.6,0.8783,-63.44999999999982,-1.20497532
2015-01-30,5223.899,5135.181,5248.207,5125.726,16890052419.0,163882470723.69998,0.8247,-67.03700000000026,-1.28862343
2015-02-02,5017.069,4993.78,5076.111,4986.671,15672155060.0,146053423383.19998,0.7652,-141.40099999999984,-2.75357383
2015-02-03,5038.027,5108.848,5111.491,4989.54,15560703450.0,150386799393.3,0.7597,115.06800000000021,2.30422646
2015-02-04,5121.841,5060.475,5161.975,5058.115,15530901336.000002,151106566493.5,0.7575,-48.37299999999959,-0.94684751
2015-02-05,5206.577,5003.346,5208.073,5003.091,20241658868.0,196083345862.69998,0.9868,-57.129000000000815,-1.12892564
2015-02-06,4978.372,4905.426,5003.247,4870.615,15825288775.0,142437532691.6,0.7709,-97.91999999999916,-1.95709032
2015-02-09,4890.126,4933.996,4974.789,4861.736,12825402054.0,123679626517.5,0.6244,28.56999999999971,0.58241629
2015-02-10,4929.654,5019.862,5019.862,4921.764,12148304341.0,114172111875.0,0.5914,85.86599999999999,1.74029326
2015-02-11,5029.743,5042.854,5058.21,5020.131,10950608157.0,103854749628.8,0.5331,22.99200000000019,0.45802056
2015-02-12,5045.568,5063.147,5074.488,5006.951,12589620285.0,116764858314.6,0.6129,20.292999999999665,0.40241102
2015-02-13,5086.299,5110.931,5164.858,5073.273,16997736122.0,154983779230.19998,0.8268,47.78399999999965,0.94376087
2015-02-16,5112.359,5132.441,5139.041,5096.917,13252697737.0,126092218472.8,0.6438,21.51000000000022,0.42086266
2015-02-17,5147.528,5179.449,5192.977,5147.091,13992983913.0,131406470308.0,0.679,47.00799999999981,0.91589947
2015-02-25,5189.96,5135.608,5189.96,5113.972,14549701962.0,137100423275.3,0.706,-43.84099999999944,-0.84644139
2015-02-26,5126.907,5261.098,5264.48,5101.278,19245128936.0,182381064611.4,0.9338,125.48999999999978,2.44352762
2015-02-27,5261.624,5265.351,5287.759,5247.002,18702321338.0,171248537101.1,0.9075,4.252999999999702,0.08083864
2015-03-02,5307.851,5304.265,5311.676,5254.167,21280760472.0,207770529770.5,1.0322,38.91400000000067,0.73905804
2015-03-03,5273.676,5172.608,5273.676,5169.916,23429671569.0,220806667525.5,1.1364,-131.65700000000015,-2.48209695
2015-03-04,5177.459,5190.665,5208.952,5150.502,17179945328.0,163651130348.69998,0.8325,18.05699999999979,0.34908889
2015-03-05,5164.137,5125.78,5164.137,5080.426,19193859910.0,184591025506.7,0.9301,-64.88500000000022,-1.25003251
